hu;titulo_projeto;classificacao_institucional_pesquisa;envolve_seres_humanos;delineamento_estudo;tipo_estudo;eh_estudo_multicentrico;eh_projeto_com_coparticipacao;estado_projeto;tempo_decorrido_entre_status_1;tempo_decorrido_entre_status_2
HU-UFPI;CARACTERIZAÇÃO DO FENÔMENO DE TRANSE MEDIÚNICO DISSOCIATIVO ATRAVÉS DA AVALIAÇÃO E MONITORIZAÇÃO NEUROFISIOLÓGICA.;Pesquisa Acadêmica;True;Transversal;Experimental/Clínico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DO USO DE RADIOFREQUÊNCIA FRACIONADA MICROABLATIVA ISOLADAMENTE E ASSOCIADA A CREME VAGINAL COM ÁCIDO HIALURÔNICO PARA TRATAMENTO DA SÍNDROME GENITURINÁRIA DA MENOPAUSA.;Pesquisa Acadêmica;True;ENSAIO CLÍNICO;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DO TRATAMENTO E DA EVOLUÇÃO DOS PACIENTES PORTADORES DE BULOSES ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2014 A 2024;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS NÍVEIS SÉRIOS DE IRISINA EM PACIENTES COM DISTONIA E DOENÇA DE PARKINSON SUBMETIDOS À PROTOCOLOS TERAPEUTICOS;Projeto de doutorado;True;Coorte;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS EFEITOS DA APLICAÇÃO EXTRA E INTRAORAL DO LASER DE BAIXA POTÊNCIA NO POS-OPERATÓRIO DE EXODONTIA DE TERCEIROS MOLARES: UM ESTUDO COMPARATIVO;ESTUDO EXPERIMENTAL;True;experimental;Experimental/Clínico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA EXPRESSÃO DAS PROTEÍNAS DO SISTEMA MISMATCH REPAIR E SUA CORRELAÇÃO COM A INSTABILIDADE DE MICROSSATÉLITES EM TUMORES COLORRETAIS;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA EVOLUÇÃO CAPACIDADE FUNCIONAL E QUALIDADE DE VIDA DE PACIENTES ATENDIDOS NO CENTRO DE REABILITAÇÃO CARDIOVASCULAR DO HU-UFPI;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA CONDIÇÃO DE FADIGA EM PACIENTES COM RETOCOLITE ULCERATIVA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;344;368
HU-UFPI;AVALIAÇÃO DA ADERÊNCIA TERAPÊUTICA E PERFIL CLÍNICO DOS PACIENTES COM HIPOTIREOIDISMO ACOMPANHADOS NO AMBULATÓRIO DE ENDOCRINOLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ATUAÇÃO DOS RESIDENTES EM SAÚDE NO CUIDADO AO(S) PACIENTE(S) COM COMPORTAMENTO SUICIDA;Pesquisa Acadêmica;True;Pesquisa de Campo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;431;453
HU-UFPI;ASSISTÊNCIA DE ESTOMATERAPIA EM PESSOAS COM PÊNFIGO: SÉRIE HISTÓRICA;Pesquisa Acadêmica;True;EPIDEMIOLOGICO;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;A RELEVÂNCIA DA BIÓPSIA RENAL NO DESFECHO CLÍNICO EM UM SERVIÇO DE NEFROLOGIA;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DE QUALIDADE DE VIDA DE PACIENTES COM INSUFICIÊNCIA CARDÍACA ATRAVÉS DE INTELIGÊNCIA ARTIFICAL E SEGUIMENTO REMOTO: ESTUDO RANDOMIZADO E CONTROLADO;Desenvolvimento tecnológico;True;Coorte;Desenvolvimento/Avaliação;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DE MARCADORES IMUNO-HISTOQUÍMICOS EM CÂNCER DE MAMA: COMPARAÇÃO ENTRE FERRAMENTA DE INTELIGÊNCIA ARTIFICIAL, LAUDO PATOLÓGICO E EXPERT EM PATOLOGIA MAMÁRIA.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DE DEFICIÊNCIAS NUTRICIONAIS E SUA RELAÇÃO COM A QUALIDADE DA DIETA E ADESÃO À SUPLEMENTAÇÃO NOS PRIMEIROS 90 DIAS DE PÓS-CIRÚRGICO DE BARIÁTRICA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Avaliação das propriedades nutricionais e funcionais de biscoitos enriquecidos com fibra de caju e mesocarpo de babaçu e seus potenciais benefícios para a saúde.;Pesquisa Acadêmica;True;Caso-controle;Desenvolvimento/Avaliação;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA RESPOSTA CLÍNICA EM PACIENTES PORTADORES DE PÚRPURA TROMBOCITOPÊNICA IDIOPÁTICA SUBMETIDOS A ESPLENECTOMIA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA INFLUÊNCIA DAS FUNÇÕES VISUOESPACIAL E EXECUTIVA NA PERCEPÇÃO SOCIAL EM PACIENTES COM DOENÇA DE PARKINSON IDIOPÁTICA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;Acurácia do Exame Intra Operatório de Congelação - Uma comparação retrospectiva com o exame de parafina.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;True;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;VANCOCINEMIA EM UNIDADE DE TERAPIA INTENSIVA: DETERMINAÇÃO DA ACURÁCIA DE TRÊS SOFTWARES BAYESIANOS GRATUITOS NO CÁLCULO DA AREA SOB A CURVA (AUC) E AJUSTE DE DOSE;Pesquisa Acadêmica;True;Observacional;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Validação de um instrumento clínico para previsão de reações adversas a medicamentos em pacientes hospitalizados;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;True;True;Projeto aprovado;292;326
HU-UFPI;USO DO LASER DE BAIXA POTÊNCIA NO PÓS-OPERATÓRIO DE TERCEIROS MOLARES INFERIORES: Estudo comparativo da aplicação intraoral e extraoral;Pesquisa Acadêmica;True;Ensaio clínico;Experimental/Clínico;False;False;Aguardando avaliação da GEP;Pendente;Pendente
HU-UFPI;Uso de pessários como alternativa ao tratamento cirúrgico de prolapsos genitais;Pesquisa Acadêmica;True;Observacional prospectivo;Observacional/Epidemiológico;False;False;Aguardando assinatura da carta de anuência;Pendente;Pendente
HU-UFPI;Uso da Inteligência Artificial Generativa no Tratamento de Pacientes com Obesidade;Pesquisa Acadêmica;True;Estudo de Intervensão Randomizado não cegado;Estudo de Intervensão Randomizado não cegado;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;TUBERCULOSE LATENTE EM PACIENTES COM DOENÇAS INFLAMATÓRIAS INTESTINAIS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;276;286
HU-UFPI;TRIAGEM DE LESÕES GASTROINTESTINAIS POR MEIO DA PESQUISA DE SANGUE OCULTO NAS FEZES EM PACIENTES INTERNADOS NO HOSPITAL UNIVERSITÁRIO-UFPI (HU-UFPI);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;263;405
HU-UFPI;TRATAMENTO CIRÚRGICO DE ANQUILOSE BILATERAL DE ATM COM ARTROPLASTIA INTERPOSICIONAL ASSOCIADA A OSTEOTOMIA VERTICAL COM DESLIZAMENTO SUPERIOR DE RAMO;Caso Clinico;True;Estudo de caso;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;Tratamento cirúrgico de anquilose bilateral de ATM com artroplastia interposicional associada a osteotomia vertical com deslizamento superior de ramo;Relato de Caso;True;Estudo de caso;Relato de Caso;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;INFLUÊNCIA DA HIPOALBUMINEMIA NA MORBIDADE PÓS-OPERATÓRIA DE PACIENTES SUBMETIDOS À RESSECÇÃO COLORRETAL ONCOLÓGICA;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;IMPACTO DA INSERÇÃO DO SISTEMA INTRAUTERINO DE LEVONORGESTREL (SIU-LNG) NA FILA DE ESPERA DE PROCEDIMENTOS CIRÚRGICOS DE UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTADO NUTRICIONAL E SOBREVIDA DE PACIENTES COM COVID-19 INTERNADOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;PESQUISA CLÍNICA;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DIGITALIZAÇÃO DOS SERVIÇOS PÚBLICOS, AMBIDESTRIA E GOVERNANÇA PÚBLICA: EVIDÊNCIAS NO HOSPITAL UNIVERSITÁRIO FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Estudo de caso;Ciências Sociais Aplicada/ Inovação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CORRELAÇÃO ULTRASSONOGRÁFICA E HISTOLÓGICA DE LESÕES MAMÁRIAS SUBMETIDAS A BIÓPSIA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS PROTOCOLOS DE REUTILIZAÇÃO E USO PROLONGADO DE MÁSCARAS N95/PFF2 ADOTADOS EM SERVIÇOS DE SAÚDE;Pesquisa Acadêmica;True;qualitativa;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS ACHADOS RADIOGRÁFICOS EM RADIOGRAFIAS PANORÂMICAS DOS MAXILARES REALIZADAS NO HOSPITAL UNIVERSITÁRIO - UFPI;Levantamento radiográfico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM DIAGNÓSTICO DE ALOPECIA AREATA;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA ANTES E 6 MESES APÓS A INSERÇÃO DO SISTEMA INTRAUTERINO LIBERADOR DE LEVONORGESTREL (SIU-LNG);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA PRÁTICA DE RASTREIO DE CÂNCER COLORRETAL ENTRE DOCENTES DO CENTRO DE CIÊNCIAS DA SAÚDE - CCS / UFPI;Levantamento Epidemiológico;True;Levantamento epidemiológico;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;Análise de dimensões antropomórficas não usuais em pacientes com síndrome metabólica do serviço de endocrinologia em Hospital Universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;A GESTÃO DE DESEMPENHO POR COMPETÊNCIA COMO FERRAMENTA DE AVALIAÇÃO EM UMA EMPRESA PÚBLICA NO PIAUÍ;Pesquisa Acadêmica;True;Aplicação de questionário com perguntas abertas.;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ANÁLISE DAS RELAÇÕES ENTRE AS CARACTERÍSTICAS ORGANIZACIONAIS E O USO DE INDICADORES DE DESEMPENHO NO ÂMBITO DOS HOSPITAIS PÚBLICOS VINCULADOS À EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES - EBSERH;Pesquisa Acadêmica;False;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;;83
HU-UFPI;TUMORES ASSOCIADOS À EPIDERMODISPLASIA VERRUCIFORME: ANÁLISE HISTOPATOLÓGICA INTEGRADA À IMUNO-HISTOQUÍMICA;;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Treinamento de Força e Morte Celular em Pacientes com Câncer Colorretal: apoptose, necrose e ferroptose;;True;longitudinal;Experimental/Clínico;False;True;Em cadastramento;Pendente;Pendente
HU-UFPI;ULTRASSONOGRAFIA ABDOMINAL COMO PREDITOR DE SUCESSO NO DESMAME VENTILATÓRIO EM PACIENTES COM TRAUMATISMO RAQUIMEDULAR CERVICO-TORÁCICO;;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;USO DO RETALHO LIVRE ANTEBRAQUIAL RADIAL PARA RECONSTRUÇÃO TOTAL DA PÁLPEBRA INFERIOR: UM RELATO DE CASO;;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA REABSORÇÃO DE RETALHO MICROVASCULARIZADOS PARA RECONSTRUÇÃO DE MANDÍBULA APÓS RESSECÇÕES TUMORAIS: UM ESTUDO RETROSPECTIVO;;True;descritivo, retrospectivo e quantitativo;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;VARIAÇAO DA ESPESSURA MACULAR NA TOMOGRAFIA DE COERÊNCIA ÓPTICA PRÉ E PÓS CIRURGIA DE FACOEMULSIFICAÇÃO;;True;Coorte;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM ALOPECIA ANDROGENÉTICA DO AMBULATÓRIO DE DERMATOLOGIA DO HOSPITAL UNIVERSITÁRIO;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DAS NECESSIDADES E BARREIRAS EDUCACIONAIS EM SAÚDE PARA PACIENTES COM DIABETES MELLITUS;;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA SARCOPENIA TORÁCICA COMO FATOR PREDITIVO DE MORTALIDADE E INTERNAÇÃO EM UTI EM PACIENTES COM COVID-19;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA VULNERABILIDADE EM SAÚDE DE IDOSOS QUE CUIDAM DE OUTROS IDOSOS: um olhar observacional e transversal;;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;216;232
HU-UFPI;AVALIAÇÃO DE FATORES CLÍNICOS E TERAPÊUTICOS ASSOCIADOS A INTERNAÇÃO E MORTALIDADE EM PACIENTES COM INSUFICIENCIA CARDÍACA NO ESTADO DO PIAUÍ;;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;EFEITOS DA INTELIGÊNCIA ARTIFICIAL NA TERAPIA DE FALA ASSISTIDA POR APLICATIVO APPRAXI® EM PACIENTES COM DISTÚRBIOS NEUROLÓGICOS ADQUIRIDOS;;True;Coorte;Desenvolvimento/Avaliação;False;True;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DO EFEITO DA ARTE-TERAPIA COMO TRATAMENTO COMPLEMENTAR NA FUNÇÃO MOTORA DA DOENÇA DE PARKINSON: UM ENSAIO CLÍNICO RANDOMIZADO;;True;Ensaio clínico;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Avaliação do perfil clínico e hemodinâmico de pacientes com suspeita de hipertensão pulmonar no setor de Cardiologia Intervencionista de Hospital Público Terciário do Piauí.;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;A produção de sentido da equipe multiprofissional sobre o sofrimento psíquico em um hospital geral;;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Aspectos Clínicos de Mulheres com Diagnóstico de Endometriose Atendidas em Hospital Público no Município de Teresina, PI;;True;Transversal;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;ASPECTOS METABOLÔMICOS DA ASMA BRÔNQUICA;;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;ASSOCIAÇÃO ENTRE BIOMARCADORES NUTRICIONAIS E HIPERTENSÃO ARTERIAL NA SARCOPENIA EM IDOSOS ASSISTIDOS EM UM HOSPITAL UNIVERSITÁRIO DE REFERÊNCIA NO NORDESTE;;True;Transversal;Avaliação nutricional;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ASSOCIAÇÃO ENTRE GRAVIDADE DA SÍNDROME DO TÚNEL DO CARPO E ESPESSURA DO NERVO MEDIANO;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;ASSOCIAÇÃO ENTRE INDICADORES NUTRICIONAIS, SARCOPENIA E DESFECHOS CLÍNICOS EM PACIENTES SUBMETIDOS À CIRURGIA ELETIVA DE GRANDE PORTE EM HOSPITAL UNIVERSITÁRIO DO PIAUI.;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;AVALIAÇÃO COMPARATIVA ENTRE AMOSTRAS OBTIDAS POR AGULHAS DE BIÓPSIAS ECOGUIADAS FNA VERSUS FNB: ESTUDO PRELIMINAR;Pesquisa Acadêmica;False;Transversal;Experimental/Clínico;False;False;Aguardando aprovação do CEP;;Pendente
HU-UFPI;AVALIAÇÃO DA FORÇA MUSCULAR PERIFÉRICA E NÍVEL DE MOBILIDADE DE PACIENTES SUBMETIDOS À CIRURGIA CARDÍACA COM ESTERNOTOMIA;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DOS ACHADOS TOMOGRÁFICOS INDICATIVOS DE RESSECABILIDADE CIRÚRGICA DO ADENOCARCINOMA DE PÂNCREAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;;True;observacional, longitudinal e descritivo;Observacional/Epidemiológico;False;False;Projeto aprovado;15;63
HU-UFPI;AVALIAÇÃO DOS NÍVEIS DE TROPONINA T CARDÍACA DE ALTA SENSIBILIDADE EM PACIENTES COM SÍNDROME DOS OVÁRIOS POLICÍSTICOS;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;COMPARAÇÃO DE BLOQUEIOS PERIFÉRICOS: Anestésicos Locais vs. Anestésicos Locais com Dexametasona – uma série de casos;;True;Série de Casos;Observacional;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;COLONIZAÇÃO POR Staphylococcus aureus EM PROFISSIONAIS DE ENFERMAGEM DE HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;True;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;Colangite Esclerosante Primária Associada às Doenças Inflamatórias Intestinais: Características Clínicas de Pacientes de Centros de Referência no Brasil.;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ANÁLISE DO USO DE ANTIMICROBIANOS EM PACIENTES EM CUIDADOS PALIATIVOS EM UNIDADE DE TERAPIA INTENSIVA;;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;43;83
HU-UFPI;ANÁLISE DOS CASOS DE RECONSTRUÇÃO COM RETALHO LIVRE EM UM HOSPITAL UNIVERSITÁRIO: EXPERIÊNCIA E RESULTADOS;;True;Transversal;documental de carater descritivo;False;False;Projeto aprovado;36;92
HU-UFPI;ANÁLISE DA DISPENSAÇÃO DE IMUNOGLOBULINA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;COMPARAÇÃO ENTRE INFILTRAÇÃO ARTICULAR E BLOQUEIO DO NERVO SUPRAESCAPULAR EM PACIENTES COM CAPSULITE ADESIVA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;;True;Ensaio clínico randomizado,prospectivo,comparativo;Experimental/Clínico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;A INTERVENÇÃO DO SERVIÇO SOCIAL NO ATENDIMENTO AO PACIENTE CRÍTICO SOB A ÓTICA DE FAMILIARES E VISITANTES EM UMA UTI;;True;Saturação Teórica, Revisão Bibliográfica;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;COMPLICAÇÕES EM CIRURGIAS ORTOGNÁTICAS REALIZADAS NO HU-UFPI: UM ESTUDO TRANSVERSAL RETROSPECTIVO BASEADO EM REGISTROS CLÍNICOS;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ANÁLISE CLÍNICA, HISTOPATOLÓGICA E IMUNO-HISTOQUÍMICA DE ADENOCARCINOMAS GASTROINTESTINAIS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2019 A 2024;;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;ANÁLISE CLÍNICA E EPIDEMIOLÓGICA DOS PACIENTES COM DOENÇA HEPÁTICA ESTEATÓTICA ASSOCIADA À SÍNDROME METABÓLICA EM PACIENTES DO AMBULATÓRIO DE ENDOCRINOLOGIA DO HOSPITAL UNIVERSITÁRIO DA UFPI;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;A PERCEPÇÃO DOS INTEGRANTES DA COMISSÃO MULTIDISCIPLINAR SOBRE A ATUAÇÃO EM CUIDADOS PALIATIVOS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;;True;Transversal;Análise temática;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;ANÁLISE DA ERGONOMIA NO SERVIÇO DE ENDOSCOPIA DE UM HOSPITAL UNIVERSITÁRIO;;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;CONSTRUÇÃO E EVIDÊNCIA DE VALIDADE DE INSTRUMENTO PARA GERENCIAMENTO DE ENFERMAGEM NA PREVENÇÃO DE LESÃO POR PRESSÃO;;True;Metodológico;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;CONSTRUÇÃO DE UM INSTRUMENTO PARA CLASSIFICAÇÃO DE CRITICIDADE (XYZ) DE MEDICAMENTOS;;True;Estudo metodológico;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONHECIMENTO DOS ENFERMEIROS SOBRE CUIDADOS PERIOPERATÓRIOS RELACIONADOS À ESTOMIA DE ELIMINAÇÃO INTESTINAL NO CONTEXTO HOSPITALAR;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONDIÇÃO DE SAÚDE BUCAL E NECESSIDADE DE TRATAMENTO ODONTOLÓGICO DE PACIENTES INTERNADOS NA UNIDADE DE TERAPIA INTENSIVA DO HU-UFPI/EBSERH;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;;Pendente
HU-UFPI;CONDIÇÃO BUCAL DE PACIENTES COM RISCO DE ENDOCARDITE INFECCIOSA INTERNADOS NO HU-UFPI/EBSERH;;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;DISBIOSE INTESTINAL E ESTADO NUTRICIONAL EM PACIENTES INTERNADOS COM DOENÇAS AUTOIMUNES EM UM HOSPITAL UNIVERSITÁRIO;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;EFEITO DA FIBRA DO CAJÚ (ANACARDIUM OCCIDENTALE L.) NA PREVENÇÃO DA OBESIDADE: UM ENSAIO CLÍNICO RANDOMIZADO;;True;Caso-controle;Experimental/Clínico;False;False;Carta de anuência assinada;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO DE UM PROTÓTIPO DE VIDEOCOLPOSCÓPIO PORTÁTIL COM SMARTPHONE PARA APOIO AO DIAGNÓSTICO DO CÂNCER DO COLO DO ÚTERO DESENVOLVIMENTO DE UM PROTÓTIPO DE VIDEOCOLPOSCÓPIO PORTÁTIL COM SMARTPHONE PARA APOIO AO DIAGNÓSTICO DO CÂNCER DO COLO DO ÚTERO;;True;protótipo funcional de videocolpos- cópio portátil;estudo aplicado, com abordagem quantitativa;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;Disfunção sexual em mulheres com doença inflamatória intestinal;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;UM ESTUDO SOBRE A INFLUÊNCIA DOS INDICADORES REFERENTES A LEITO HOSPITALAR NA GERAÇÃO DE RESÍDUOS MÉDICOS DOS HOSPITAIS EBSERH;Pesquisa Acadêmica;False;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;;19
HU-UFPI;2;;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Acne e mídia social: Avaliação do conteúdo em português (Brasil) disponível no TikTok;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;;Pendente
