Hospital Universitário (HU),Título do Projeto,Número do Projeto,Status do Projeto,Quem Fez,Quando Fez (Data/Hora),Duração,Status Onde Estava,Status O que Aconteceu
HU-UFPI,conhecimento dos enfermeiros sobre cuidados perioperatórios relacionados à estomia de eliminação intestinal no contexto hospitalar,19527.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:51:53,14 Dia(s) 21 Hr(s) 50 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,epidemiologia de distúrbio do espectro de neuromielite óptica (nmosd) no brasil,19488.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:44:04,6 Dia(s) 17 Hr(s) 40 Min 29 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,construção e validação de tecnologia audiovisual para pacientes em uso de terapia nutricional enteral domiciliar,19470.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:14:03,7 Dia(s) 23 Hr(s) 11 Min 41 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da evolução capacidade funcional e qualidade de vida de pacientes atendidos no centro de reabilitação cardiovascular do hu-ufpi,19457.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,20/08/2025 12:12:27,10 Min 47 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,a intervenção do serviço social no atendimento ao paciente crítico sob a ótica de familiares e visitantes em uma uti,19380.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:53:31,20 Dia(s) 19 Hr(s) 52 Min 19 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,variáveis preditoras de conversão de comprometimento cognitivo leve para demência na doença de parkinson: estudo baseado em registros do hospital universitário - ufpi,19331.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:15:12,7 Dia(s) 23 Hr(s) 12 Min 50 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,elaboração de atlas com imagens endoscópicas do hospital universitário da ufpi,19321.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:15:30,8 Dia(s) 17 Hr(s) 14 Min 27 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,modelos de machine learning para predição de conversão de comprometimento cognitivo leve para demência na doença de parkinson utilizando registros do hospital universitário - ufpi,19302.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:15:21,7 Dia(s) 23 Hr(s) 13 Min 14 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da sarcopenia torácica como fator preditivo de mortalidade e internação em uti em pacientes com covid-19,19299.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,21/08/2025 19:34:27,1 Hr(s) 33 Min 21 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação do tratamento e da evolução dos pacientes portadores de buloses atendidos no hospital universitário da universidade federal do piauí no período de 2014 a 2024,19171.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:16:01,7 Dia(s) 23 Hr(s) 13 Min 41 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,risco nutricional e desfechos clínicos em pacientes cirúrgicos do hospital universitário da ufpi,19136.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:14:43,7 Dia(s) 23 Hr(s) 12 Min 18 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise e comparação da reprodutibilidade e concordância intra e interobservadores das classificações de garden e ao para fratura de colo do fêmur,15407.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/09/2024 10:12:23,22 Hr(s) 9 Min 14 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil dos pacientes pós-jejunostomia em um hospital universitário do estado do piauí,15365.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,17/09/2024 08:01:53,17 Hr(s) 49 Min 45 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,triagem de lesões gastrointestinais por meio da pesquisa de sangue oculto nas fezes em pacientes internados no hospital universitário-ufpi (hu-ufpi),15325.0,Projeto aprovado,ALICE TACIANA ALVES FERREIRA BEZERRA,29/09/2025 16:05:56,1 Hr(s) 18 Min 33 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,condição de saúde bucal e necessidade de tratamento odontológico de pacientes oncológicos internados em uma unidade de alta complexidade em oncologia (unacon),15313.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,12/10/2024 12:11,19 Hr(s) 50 Min,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,aspectos epidemiológicos de pacientes atendidos em tele eletrocardiografia no núcleo de telessaúde da ufpi,15260.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,09/09/2024 08:30,5 Dia(s) 18 Hr(s) 28 Min 20 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,sistema de inteligência artificial para análise de atividade perceptiva e memória visual por meio de figuras complexas de rey em dispositivos móveis,15209.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,15/08/2024 08:32:09,16 Hr(s) 2 Min 40 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,vitiligo e qualidade de vida: análise dos casos atendidos na última década no hospital universitário dauniversidade federal do piauí/ ebserh,15114.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,02/12/2025 10:32,1 Dia(s) 18 Hr(s) 31 Min 36 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação e comparação da qualidade de vida geral em pacientes submetidas a tratamento cirúrgico de incontinência urinária de esforço por via transobturatória no hospital universitário da universidade federal do piauí hu-ufpi: um estudo prospectivo,15093.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,10/02/2024 08:10,14 Hr(s) 59 Min 51 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação do perfil de gravidade dos quadros de psoríase atendidos no hu-ufpi e de seus impactos na qualidade de vida dos pacientes,15067.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:14,17 Hr(s) 47 Min 16 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação das alterações dos hormônios tireoidianos em pacientes com sangramento uterino anormal (sua) no hospital universitário da universidade federal do piauí,15040.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,08/02/2024 10:31,22 Hr(s) 37 Min 27 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,desenvolvimento de um sistema de pontuação de risco para infertilidade,15034.0,Aguardando aprovação do CEP,LYON RICHARDSON DA SILVA NASCIMENTO,19/08/2024 15:02:17,59 Min 53 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,desenvolvimento de aplicativo para promoção de mobilidade e atividade física no ambiente intra-hospitalar em hospital universitário federal.,15027.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,04/01/2025 23:28,11 Dia(s) 9 Hr(s) 27 Min 40 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,impacto do tratamento da endometriose na melhora da sintomatologia e qualidade de vida,15829.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:11,22 Hr(s) 8 Min 31 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,caracterização epidemiológica dos microrganismos emergentes isolados nos pacientes internados em um hospital universitário de alta complexidade,15823.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/09/2024 10:14:21,17 Hr(s) 33 Min 31 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,hipocalcemia em pacientes em pós-operatório submetidos a tireoidectomia em um hospital universitário,15789.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,29/04/2025 11:51:29,19 Dia(s) 23 Hr(s) 48 Min 34 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo comparativo de qualidade da colonoscopia e taxa de detecção de adenomas após mudança de preparo intestinal,15781.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:13,22 Hr(s) 10 Min 17 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,percepção da qualidade de vida dos pacientes submetidos à cirurgia bariátrica em um hospital de ensino,15777.0,Projeto aprovado,ANA LUCIA FRANCA DA COSTA,05/08/2025 08:36,4 Dia(s) 23 Hr(s) 12 Min 41 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,aneurismas intracranianos em exames de angiorressonância magnética do hospital universitário da universidade ferederal do piauí – características e fatores de risco,15760.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:12,22 Hr(s) 9 Min 33 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação comparativa entre amostras obtidas por agulhas de biópsias ecoguiadas fna versus fnb: estudo preliminar,15735.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:52:02,14 Dia(s) 21 Hr(s) 50 Min 42 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise e comparação da concordância intra e interobservadores das classificações de ahlbäck e kellgren-lawrence para gonartrose,15709.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/07/2024 08:04,19 Hr(s) 52 Min 42 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,prevalência e fatores associados à complicações no pós-operatório de cirurgias de revascularização do miocárdio em um hospital universitário do nordeste do brasil,15658.0,Em ajuste pelo pesquisador,DANIELLE PEREIRA DOURADO,09/08/2024 22:38,4 Dia(s) 12 Hr(s) 45 Min 15 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,avaliação da aderência terapêutica e perfil clínico dos pacientes com hipotireoidismo acompanhados no ambulatório de endocrinologia do hospital universitário da universidade federal do piauí,15624.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,16/01/2025 08:22:50,20 Hr(s) 21 Min 12 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise do perfil clínico-epidemiológico da glomeruloesclerose segmentar e focal no hospital universitário.,15623.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,09/09/2025 18:25,8 Hr(s) 24 Min 16 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,a percepção da mulher atual quanto a terapia de reposição hormonal sistêmica no climatério,15610.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/09/2024 10:12:49,18 Hr(s) 36 Min 49 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,reconstrução de mandíbula com retalho microcirúrgico de fíbula em um hospital universitário: qualidade de vida e complicações,15528.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:12,22 Hr(s) 9 Min 23 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,caracterização de prescrições de assistência psicológica do hospital universitário da universidade federal do piauí (hu-ufpi),16064.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:12,22 Hr(s) 9 Min 10 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,desenvolvimento e validação de instrumento para auxiliar navegadores em câncer de mama,16058.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:11,22 Hr(s) 8 Min 17 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,qualidade de vida e função sexual em mulheres no período pré-operatório à histerectomia,16051.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/11/2024 08:35:12,20 Hr(s) 28 Min 19 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil epidemiologico das infecções ortopedicas no hu-ufpi,16026.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,12/03/2024 10:43,22 Hr(s) 41 Min 11 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,desenvolvimento de aplicativo móvel sobre cuidados pós operatórios para mulheres submetidas a cirurgia na mama,16005.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:12,22 Hr(s) 8 Min 59 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,validação do sistema acr-tirads comparado à classificação bethesda em nódulos tireoidianos,15946.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,25/11/2024 08:08:43,2 Dia(s) 18 Hr(s) 8 Min 37 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"registro icareme - registro multinacional de mundo real para determinar a qualidade do manejo e do tratamento de pacientes com diabetes tipo 2, hipertensão, insuficiência cardíaca e/ou doenças renais crônicas.",15880.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,10/07/2024 08:34,2 Dia(s) 11 Hr(s) 55 Min 15 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,prevalência e fatores associados a alterações citológicas anais em pacientes submetidos à exérese da zona de transformação (ezt).,15875.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,02/04/2025 22:00,5 Dia(s) 8 Hr(s) 46 Min 50 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,padronização de esquema de antibioticoterapia de pacientes infectados após cirurgias ortopédicas no hospital universitário de teresina,15864.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,12/03/2024 10:43,22 Hr(s) 40 Min 52 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,impacto de um protocolo pré-operatório de treinamento muscular inspiratório no desfecho de pacientes submetidos a cirurgia cardíaca,15857.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/01/2024 10:12,22 Hr(s) 8 Min 46 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,fatores associados à infecção de sítio cirúrgico na colecistectomia videolaparoscópica em um hospital universitário no piauí,15849.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/07/2024 08:04,19 Hr(s) 52 Min 58 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil dos pareceres da enfermagem em estomaterapia de um hospital universitário do nordeste brasileiro,16413.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,02/12/2025 10:32,12 Dia(s) 20 Hr(s) 22 Min 56 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,incidência de lesão por pressão na unidade de terapia intensiva do hospital universitário do piauí,16408.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,04/02/2025 10:07,19 Dia(s) 13 Hr(s) 32 Min 18 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,impacto da crononutrição no perfil lipídico de pacientes cardiopatas,16320.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:12:54,7 Dia(s) 21 Hr(s) 9 Min 34 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,eficácia da eletroestimulação transcutânea para analgesia de histeroscopia diagnóstica: ensaio clínico controlado randomizado,16305.0,Em ajuste para autorização do setor responsável,JUSSARA MARIA VALENTIM CAVALCANTE,30/01/2025 12:38:04,13 Dia(s) 2 Hr(s) 17 Min 59 Seg,Aguardando autorização do setor responsável,Solicitado ajustes
HU-UFPI,conhecimento dos enfermeiros sobre escala de avaliação de risco para o desenvolvimento de lesões decorrentes do posicionamento cirúrgico (elpo),16265.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,04/01/2025 23:28,5 Dia(s) 9 Hr(s) 27 Min 10 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,terapia nutricional no tratamento não cirúrgico de fístula na cirurgia bariátrica: relato de caso,16261.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,12/06/2024 09:31,21 Hr(s) 26 Min 29 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,processo de enfermagem associado à constipação intestinal: insights qualitativos em uma unidade de terapia intensiva,16256.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,27/12/2024 08:29:56,18 Hr(s) 1 Min 18 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,reconstrução de lábio superior com retalho livre fasciocutâneo antebraquial radial: relato de casos,16202.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,18/12/2024 08:51:38,1 Dia(s) 20 Hr(s) 44 Min 37 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"broncoscopia diagnóstica no hu - ufpi: indicações, principais achados e perfil epidemiológico dos pacientes",16125.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/11/2024 08:35:25,20 Hr(s) 28 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,implementação de um protocolo de triagem respiratória em pacientes com lesão medular cervical e torácica na fase pré-operatória,16119.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,25/11/2024 08:07:58,2 Dia(s) 18 Hr(s) 6 Min 48 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,comparação de bloqueios periféricos: anestésicos locais vs. anestésicos locais com dexametasona – uma série de casos,19109.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,30/06/2025 16:56:56,5 Dia(s) 4 Hr(s) 52 Min 36 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da qualidade de vida em pacientes com alopecia androgenética do ambulatório de dermatologia do hospital universitário,19079.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,30/06/2025 16:56:41,5 Dia(s) 4 Hr(s) 52 Min 18 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,prevalência e perfil clínico-epidemiológico de infecção por tuberculose (latente e infecção doença) em pacientes com doenças inflamatórias intestinais em estudo multicêntrico.,18985.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:14:21,7 Dia(s) 23 Hr(s) 12 Min,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,classificação dos resultados de enfermagem (noc): conhecimentos dos enfermeiros em um hospital universitário,18979.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:14:12,7 Dia(s) 23 Hr(s) 12 Min 4 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,desenvolvimento por meio da manufatura aditiva de produtos de apoio funcional utilizados por pacientes com neuropatias do hu-ufpi,18888.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:13:53,7 Dia(s) 23 Hr(s) 11 Min 28 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,alta qualificada de pacientes com lesão medular: plano de cuidados com levantamento de necessidades e orientações multidisciplinar,18827.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:15:38,7 Dia(s) 23 Hr(s) 13 Min 28 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,colonização por staphylococcus aureus em profissionais de enfermagem de hospital universitário,18824.0,Em ajuste pelo pesquisador,ALICE TACIANA ALVES FERREIRA BEZERRA,09/03/2025 12:20,7 Dia(s) 18 Hr(s) 54 Min 40 Seg,Aguardando avaliação da GEP,Retornado para ajuste do pesquisador
HU-UFPI,frequência de anemia por deficiência de ferro em pacientes hospitalizados no hospital universitário da ufpi com insuficiência cardíaca com fração de ejeção reduzida,18788.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:52:11,20 Dia(s) 19 Hr(s) 50 Min 55 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil das infecções de ferida operatória e resistência bacteriana em pacientes com infecção de sítio cirúrgico pós-cirurgias limpas no hospital universitário do piauí,18762.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,30/06/2025 16:57:30,4 Dia(s) 4 Hr(s) 54 Min 30 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,eficácia de formulação a base de pilocarpina na xerostomia e qualidade de vida de pacientes oncológicos do hospital universitário federal do piauí.,18725.0,Aguardando aprovação do CEP,ZAINE DALETE DA SILVA,22/07/2025 11:53:10,20 Dia(s) 19 Hr(s) 51 Min 57 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,histologia esplênica em portadores de leishmaniose visceral coinfectados pelo vírus da imunodeficiência humana,18682.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,14/08/2025 17:48:40,14 Dia(s) 1 Hr(s) 47 Min 41 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"efeitos do treinamento muscular inspiratório na função pulmonar, funcionalidade e variabilidade da frequência cardíaca após revascularização do miocárdio: um ensaio clínico randomizado",18666.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:14:53,7 Dia(s) 23 Hr(s) 12 Min 48 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,mortalidade por câncer de pulmão no brasil no período de 1981 a 2020,16930.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,01/09/2025 10:39,20 Hr(s) 38 Min 48 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil clínico e hemodinâmico de pacientes com suspeita de hipertensão pulmonar em hospital público terciário do piauí,16829.0,Aguardando autorização do setor responsável,JOSE MARIA CORREIA LIMA E SILVA,12/04/2024 08:47,14 Hr(s) 25 Min 56 Seg,Em análise pela GEP,Solicitado autorização do setor responsável
HU-UFPI,estudo de prevalência de pneumonia associada a ventilação mecânica em pacientes submetidos a cirurgia cardíaca na uti do hospital universitário da universidade federal do piauí no período de 2022-2024.,16825.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,18/02/2025 12:04:23,1 Min 45 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação de deficiências nutricionais e sua relação com a qualidade da dieta e adesão à suplementação nos primeiros 90 dias de pós-cirúrgico de bariátrica,16808.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,02/12/2025 10:32,15 Dia(s) 16 Hr(s) 31 Min 1 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da vulnerabilidade em saúde de idosos que cuidam de outros idosos: um olhar observacional e transversal,16777.0,Projeto aprovado,ZAINE DALETE DA SILVA,22/07/2025 11:59:41,9 Dia(s) 14 Hr(s) 20 Min 53 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,onicopapiloma: um relato de caso,16692.0,Aguardando aprovação do CEP,ANA LUCIA FRANCA DA COSTA,25/06/2025 11:15:49,7 Dia(s) 23 Hr(s) 13 Min 40 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,caracterização do fenômeno de transe mediúnico dissociativo através da avaliação e monitorização neurofisiológica.,16668.0,Em ajuste para autorização do setor responsável,DANIELLE PEREIRA DOURADO,02/12/2025 10:28,21 Dia(s) 2 Hr(s) 29 Min 51 Seg,Aguardando autorização do setor responsável,Solicitado ajustes
HU-UFPI,construção e validação de aplicativo para a prevenção de lesão por pressão em pacientes hospitalizados,16665.0,Projeto aprovado,ZAINE DALETE DA SILVA,22/07/2025 12:05:48,27 Dia(s) 1 Hr(s) 15 Min 54 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação do perfil clínico e hemodinâmico de pacientes com suspeita de hipertensão pulmonar no setor de cardiologia intervencionista de hospital público terciário do piauí.,16653.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,01/09/2025 10:38,20 Hr(s) 37 Min 51 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"fragilidade em pacientes geriátricos em um hospital de referência, prevalência e impacto das doenças psiquiátricas",16635.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,20/01/2025 08:20:34,2 Dia(s) 18 Hr(s) 20 Min 8 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise da prescrição de inibidores de bomba de prótons de pacientes críticos em um hospital universitário,16618.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,18/12/2024 08:50:14,1 Dia(s) 20 Hr(s) 43 Min 11 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,prevalência de infecções do trato urinário e os principais agentes microbianos identificados em um hospital universitário do estado do piauí,16561.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,17/03/2025 11:57:07,16 Hr(s) 33 Min 23 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,prevalência de lesões atípicas de superfície ocular em histopatológico de pacientes submetidos a exérese de pterígio,16530.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,27/01/2025 08:32:22,2 Dia(s) 18 Hr(s) 30 Min 59 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação do efeito da arte-terapia como tratamento complementar na função motora da doença de parkinson: um ensaio clínico randomizado,16499.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,20/01/2025 08:20:22,2 Dia(s) 18 Hr(s) 19 Min 56 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil clínico-epidemiológico e desfecho evolutivo de idosos internados com fratura de fêmur no hospital universitário do piauí,16496.0,Projeto aprovado,ALICE TACIANA ALVES FERREIRA BEZERRA,08/04/2025 17:20,2 Hr(s) 58 Min 25 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação do uso de radiofrequência fracionada microablativa isoladamente e associada a creme vaginal com ácido hialurônico para tratamento da síndrome geniturinária da menopausa.,16483.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,03/12/2025 10:40,20 Hr(s) 38 Min 55 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,vivência de (re)atualização do desamparo em pacientes adultos em situação de internação hospitalar: uma análise psicanalítica,17345.0,Aguardando aprovação do CEP,DANIELLE PEREIRA DOURADO,03/12/2025 10:43,20 Hr(s) 41 Min 54 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,reações emocionais de residentes médicos e multiprofissionais na atuação em cuidados paliativos em uma unidade de terapia intensiva,17327.0,Projeto aprovado,ZAINE DALETE DA SILVA,22/07/2025 12:02:54,18 Dia(s) 40 Min 58 Seg,Aguardando avaliação da GEP,Projeto aprovado
