HU,Título do Projeto,Classificação Institucional da Pesquisa,Projeto envolve seres humanos,Delineamento do Estudo,Tipo de Estudo,É estudo multicêntrico,É projeto com co-participação,Estado do projeto,Tempo decorrido entre status,Tempo decorrido entre status.1
HU-UFPI,AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM ALOPECIA ANDROGENÉTICA DO AMBULATÓRIO DE DERMATOLOGIA DO HOSPITAL UNIVERSITÁRIO,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA REABSORÇÃO DE RETALHO MICROVASCULARIZADOS PARA RECONSTRUÇÃO DE MANDÍBULA APÓS RESSECÇÕES TUMORAIS: UM ESTUDO RETROSPECTIVO,,Sim,"descritivo, retrospectivo e quantitativo",Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA RESPOSTA CLÍNICA EM PACIENTES PORTADORES DE PÚRPURA TROMBOCITOPÊNICA IDIOPÁTICA SUBMETIDOS A ESPLENECTOMIA EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA SARCOPENIA TORÁCICA COMO FATOR PREDITIVO DE MORTALIDADE E INTERNAÇÃO EM UTI EM PACIENTES COM COVID-19,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DAS NECESSIDADES E BARREIRAS EDUCACIONAIS EM SAÚDE PARA PACIENTES COM DIABETES MELLITUS,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA VULNERABILIDADE EM SAÚDE DE IDOSOS QUE CUIDAM DE OUTROS IDOSOS: um olhar observacional e transversal,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,216,232
HU-UFPI,AVALIAÇÃO DE DEFICIÊNCIAS NUTRICIONAIS E SUA RELAÇÃO COM A QUALIDADE DA DIETA E ADESÃO À SUPLEMENTAÇÃO NOS PRIMEIROS 90 DIAS DE PÓS-CIRÚRGICO DE BARIÁTRICA,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DE FATORES CLÍNICOS E TERAPÊUTICOS ASSOCIADOS A INTERNAÇÃO E MORTALIDADE EM PACIENTES COM INSUFICIENCIA CARDÍACA NO ESTADO DO PIAUÍ,,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"AVALIAÇÃO DE MARCADORES IMUNO-HISTOQUÍMICOS EM CÂNCER DE MAMA: COMPARAÇÃO ENTRE FERRAMENTA DE INTELIGÊNCIA ARTIFICIAL, LAUDO PATOLÓGICO E EXPERT EM PATOLOGIA MAMÁRIA.",Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DO EFEITO DA ARTE-TERAPIA COMO TRATAMENTO COMPLEMENTAR NA FUNÇÃO MOTORA DA DOENÇA DE PARKINSON: UM ENSAIO CLÍNICO RANDOMIZADO,,Sim,Ensaio clínico,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Avaliação do perfil clínico e hemodinâmico de pacientes com suspeita de hipertensão pulmonar no setor de Cardiologia Intervencionista de Hospital Público Terciário do Piauí.,,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Avaliação do perfil de suscetibilidade a antimicrobianos de enterococos em ambientes hospitalar,,Não,,,,,Em cadastramento,,Pendente
HU-UFPI,AVALIAÇÃO DOS ACHADOS TOMOGRÁFICOS INDICATIVOS DE RESSECABILIDADE CIRÚRGICA DO ADENOCARCINOMA DE PÂNCREAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,,Sim,"observacional, longitudinal e descritivo",Observacional/Epidemiológico,Não,Não,Projeto aprovado,15,63
HU-UFPI,AVALIAÇÃO DOS EFEITOS DA APLICAÇÃO EXTRA E INTRAORAL DO LASER DE BAIXA POTÊNCIA NO POS-OPERATÓRIO DE EXODONTIA DE TERCEIROS MOLARES: UM ESTUDO COMPARATIVO,ESTUDO EXPERIMENTAL,Sim,experimental,Experimental/Clínico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DOS ÍNDICES DE COMPLICAÇÕES EM PACIENTES SUBMETIDAS A CIRURGIA DE SLING POR VIA TRANSOBTURATÓRIA NO HOSPITAL UNIVERSITÁRIO NO PERÍODO DE 2014 A 2024,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,254,309
HU-UFPI,AVALIAÇÃO DOS NÍVEIS DE TROPONINA T CARDÍACA DE ALTA SENSIBILIDADE EM PACIENTES COM SÍNDROME DOS OVÁRIOS POLICÍSTICOS,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DOS NÍVEIS SÉRIOS DE IRISINA EM PACIENTES COM DISTONIA E DOENÇA DE PARKINSON SUBMETIDOS À PROTOCOLOS TERAPEUTICOS,Projeto de doutorado,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Em ajuste para autorização do setor responsável,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DO TRATAMENTO E DA EVOLUÇÃO DOS PACIENTES PORTADORES DE BULOSES ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2014 A 2024,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DO USO DE RADIOFREQUÊNCIA FRACIONADA MICROABLATIVA ISOLADAMENTE E ASSOCIADA A CREME VAGINAL COM ÁCIDO HIALURÔNICO PARA TRATAMENTO DA SÍNDROME GENITURINÁRIA DA MENOPAUSA.,Pesquisa Acadêmica,Sim,ENSAIO CLÍNICO,Experimental/Clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Avaliação Multicêntrica do uso de antimicrobianos e seu impacto na resistência em UTIs de adultos em hospitais de referência no Brasil,,Não,Caso-controle,Observacional/Epidemiológico,Sim,Sim,Aguardando aprovação do CEP,,Pendente
HU-UFPI,CARACTERIZAÇÃO DO FENÔMENO DE TRANSE MEDIÚNICO DISSOCIATIVO ATRAVÉS DA AVALIAÇÃO E MONITORIZAÇÃO NEUROFISIOLÓGICA.,Pesquisa Acadêmica,Sim,Transversal,Experimental/Clínico,Não,Não,Em ajuste para autorização do setor responsável,Pendente,Pendente
HU-UFPI,CLASSIFICAÇÃO DOS RESULTADOS DE ENFERMAGEM (NOC): CONHECIMENTOS DOS ENFERMEIROS EM UM HOSPITAL UNIVERSITÁRIO,,Não,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,,Pendente
HU-UFPI,Colangite Esclerosante Primária Associada às Doenças Inflamatórias Intestinais: Características Clínicas de Pacientes de Centros de Referência no Brasil.,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,COLONIZAÇÃO POR Staphylococcus aureus EM PROFISSIONAIS DE ENFERMAGEM DE HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Sim,Em ajuste pelo pesquisador,,Pendente
HU-UFPI,COMPARAÇÃO DE BLOQUEIOS PERIFÉRICOS: Anestésicos Locais vs. Anestésicos Locais com Dexametasona – uma série de casos,,Sim,Série de Casos,Observacional,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,COMPARAÇÃO ENTRE INFILTRAÇÃO ARTICULAR E BLOQUEIO DO NERVO SUPRAESCAPULAR EM PACIENTES COM CAPSULITE ADESIVA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,,Sim,"Ensaio clínico randomizado,prospectivo,comparativo",Experimental/Clínico,Não,Não,Em ajuste para autorização do setor responsável,Pendente,Pendente
HU-UFPI,COMPLICAÇÕES EM CIRURGIAS ORTOGNÁTICAS REALIZADAS NO HU-UFPI: UM ESTUDO TRANSVERSAL RETROSPECTIVO BASEADO EM REGISTROS CLÍNICOS,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Concentrações séricas de zinco e risco nutricional e sua associação com desfechos clínicos pós-operatório em pacientes com câncer de mama.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONDIÇÃO BUCAL DE PACIENTES COM RISCO DE ENDOCARDITE INFECCIOSA INTERNADOS NO HU-UFPI/EBSERH,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,CONDIÇÃO DE SAÚDE BUCAL E NECESSIDADE DE TRATAMENTO ODONTOLÓGICO DE PACIENTES INTERNADOS NA UNIDADE DE TERAPIA INTENSIVA DO HU-UFPI/EBSERH,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,155,219
HU-UFPI,CONDIÇÃO DE SAÚDE BUCAL E NECESSIDADE DE TRATAMENTO ODONTOLÓGICO DE PACIENTES INTERNADOS NA UNIDADE DE TERAPIA INTENSIVA DO HU-UFPI/EBSERH,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,,Pendente
HU-UFPI,CONHECIMENTO DE PACIENTES INTERNADOS E ACOMPANHANTES SOBRE SEGURANÇA DO PACIENTE : ESTUDO TRANSVERSAL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,CONHECIMENTO DE PACIENTES INTERNADOS E ACOMPANHANTES SOBRE SEGURANÇA DO PACIENTE : ESTUDO TRANSVERSAL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONHECIMENTO DOS ENFERMEIROS SOBRE CUIDADOS PERIOPERATÓRIOS RELACIONADOS À ESTOMIA DE ELIMINAÇÃO INTESTINAL NO CONTEXTO HOSPITALAR,,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONHECIMENTO DOS ENFERMEIROS SOBRE ESCALA DE AVALIAÇÃO DE RISCO PARA O DESENVOLVIMENTO DE LESÕES DECORRENTES DO POSICIONAMENTO CIRÚRGICO (ELPO),Pesquisa Acadêmica,Sim,Grupo focal,Observacional/Epidemiológico,Sim,Sim,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONSTRUÇÃO DE UM INSTRUMENTO PARA CLASSIFICAÇÃO DE CRITICIDADE (XYZ) DE MEDICAMENTOS,,Sim,Estudo metodológico,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONSTRUÇÃO E EVIDÊNCIA DE VALIDADE DE INSTRUMENTO PARA GERENCIAMENTO DE ENFERMAGEM NA PREVENÇÃO DE LESÃO POR PRESSÃO,,Sim,Metodológico,Desenvolvimento/Avaliação,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,Construção e validação de aplicativo para a prevenção de lesão por pressão em pacientes hospitalizados,Desenvolvimento tecnológico,Sim,Estudo Metodológico,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,216,243
HU-UFPI,Construção e Validação de Aplicativo para Auxílio à Prevenção de Infecção por Cateter Vascular,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIA AUDIOVISUAL PARA PACIENTES EM USO DE TERAPIA NUTRICIONAL ENTERAL DOMICILIAR,Desenvolvimento tecnológico,Sim,METODOLÓGICO,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIAS EDUCATIVAS SOBRE ORIENTAÇÕES DE AUTOCUIDADO A PESSOA IDOSA SUBMETIDA À REVASCULARIZAÇÃO DO MIOCÁRDIO.,Desenvolvimento tecnológico,Sim,Estudo metodológico.,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,667,708
HU-UFPI,CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIAS EDUCATIVAS SOBRE ORIENTAÇÕES NUTRICIONAIS PARA TRATAMENTO QUIMIOTERÁPICO AMBULATORIAL,Desenvolvimento tecnológico,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,162,197
HU-UFPI,CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIAS EDUCATIVAS SOBRE ORIENTAÇÕES NUTRICIONAIS PARA TRATAMENTO QUIMIOTERÁPICO AMBULATORIAL,,Sim,Transversal,Desenvolvimento/Avaliação,Sim,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,CRIAÇÃO DE BASE DE CONHECIMENTO PARA ASSISTENTE VIRTUAL GINECOLÓGICA: DESENVOLVIMENTO DE CONTEÚDO VALIDADO PARA SAÚDE DA MULHER NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Desenvolvimento e validação de base informacional,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CRIAÇÃO DE UMA PLATAFORMA ONLINE DE EDUCAÇÃO EM SAÚDE PARA PACIENTES COM DIABETES MELLITUS: CONTRIBUINDO PARA A AUTONOMIA E QUALIDADE DE VIDA NO MANEJO DO DIABETES,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,DESEMPENHO DOS INDICADORES DE CONSUMO DE ANTIMICROBIANOS NO MONITORAMENTO DO PROGRAMA DE GERENCIAMENTO DE ANTIMICROBIANOS: UMA CORRELAÇÃO COM AS MÉTRICAS DE RESISTÊNCIA BACTERIANA,,Sim,Estudo ecológico,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Desenvolvimento de Agente Inteligente Conversacional Personalizado para Atendimento Informativo e Orientação de Pacientes via WhatsApp no Hospital Universitário da Universidade Federal do Piauí,Desenvolvimento tecnológico,Não,Pesquisa Aplicada,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,0,65
HU-UFPI,DESENVOLVIMENTO DE APLICATIVO DE AVALIAÇÃO EM CUIDADOS PALIATIVOS PARA HOSPITAIS UNIVERSITÁRIOS DESENVOLVIMENTO DE APLICATIVO DE AVALIAÇÃO EM CUIDADOS PALIATIVOS PARA HOSPITAIS UNIVERSITÁRIOS Desenvolvimento de Aplicativo de Avaliação em Cuidados Paliativos para Hospitais Universitários,Desenvolvimento tecnológico,Não,Desenvolvimento tecnológico,Desenvolvimento tecnológico,Não,Não,Projeto aprovado,20,60
HU-UFPI,Desenvolvimento de Aplicativo Institucional para Gestão Integrada da Conformidade com a NR32 em Hospitais da Rede EBSERH,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Desenvolvimento de Aplicativo para Promoção de Mobilidade e Atividade Física no Ambiente Intra-Hospitalar em Hospital Universitário Federal.,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Desenvolvimento de produto: Sobremesa tipo Flan a base de biomassa de banana verde (Musa spp) adicionado de leite de amêndoas,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,Desenvolvimento de uma Interface de Chat com Inteligência Artificial para Suporte à Gestão Hospitalar,,Não,estudo de desenvolvimento e validação tecnológica,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,,Pendente
HU-UFPI,DESENVOLVIMENTO DE UM PROTÓTIPO DE VIDEOCOLPOSCÓPIO PORTÁTIL COM SMARTPHONE PARA APOIO AO DIAGNÓSTICO DO CÂNCER DO COLO DO ÚTERO DESENVOLVIMENTO DE UM PROTÓTIPO DE VIDEOCOLPOSCÓPIO PORTÁTIL COM SMARTPHONE PARA APOIO AO DIAGNÓSTICO DO CÂNCER DO COLO DO ÚTERO,,Sim,protótipo funcional de videocolpos- cópio portátil,"estudo aplicado, com abordagem quantitativa",Não,Não,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,DESENVOLVIMENTO E CARACTERIZAÇÃO DE GEL MUCOADESIVO VAGINAL À BASE DE PRÓPOLIS PARA VAGINITES INESPECÍFICAS,Pesquisa Acadêmica,Sim,Estudo experimental in vitro,Pré-clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Desenvolvimento por meio da manufatura aditiva de produtos de apoio funcional utilizados por pacientes com neuropatias do HU-UFPI,Desenvolvimento tecnológico,Sim,pacientes com neuropatias,Desenvolvimento materiais,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,DESFECHOS DOS PACIENTES COM FIBRILAÇÃO ATRIAL NO PÓS-OPERATÓRIO DE CIRURGIA CARDÍACA ENTRE 2023 E 2024 NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ (HU - UFPI).,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,DISBIOSE INTESTINAL E ESTADO NUTRICIONAL EM PACIENTES INTERNADOS COM DOENÇAS AUTOIMUNES EM UM HOSPITAL UNIVERSITÁRIO,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,DISBIOSE INTESTINAL E ESTADO NUTRICIONAL EM PACIENTES INTERNADOS COM DOENÇAS AUTOIMUNES EM UM HOSPITAL UNIVERSITÁRIO,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Disfunção sexual em mulheres com doença inflamatória intestinal,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO,,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,15,15
HU-UFPI,DOENÇA INFLAMATÓRIA INTESTINAL EM PACIENTES COM 60 ANOS OU MAIS – ESTUDO EM UM CENTRO DE REFERÊNCIA NO NORDESTE DO BRASIL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,77,105
HU-UFPI,EDUCAÇÃO PARA A MORTE: A experiência de residentes multiprofissionais no cuidado a pacientes críticos.,Pesquisa Acadêmica,Sim,Transversal,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Projeto aprovado,132,187
HU-UFPI,EFEITO DA FIBRA DO CAJÚ (ANACARDIUM OCCIDENTALE L.) NA PREVENÇÃO DA OBESIDADE: UM ENSAIO CLÍNICO RANDOMIZADO,,Sim,Caso-controle,Experimental/Clínico,Não,Não,Carta de anuência assinada,Pendente,Pendente
HU-UFPI,EFEITOS DA INTELIGÊNCIA ARTIFICIAL NA TERAPIA DE FALA ASSISTIDA POR APLICATIVO APPRAXI® EM PACIENTES COM DISTÚRBIOS NEUROLÓGICOS ADQUIRIDOS,,Sim,Coorte,Desenvolvimento/Avaliação,Não,Sim,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"Efeitos do Treinamento Muscular Inspiratório na Função Pulmonar, Funcionalidade e Variabilidade da Frequência Cardíaca após Revascularização do Miocárdio: Um Ensaio Clínico Randomizado",Pesquisa Acadêmica,Não,Longitudinal,Experimental/Clínico,Não,Sim,Aguardando aprovação do CEP,,Pendente
HU-UFPI,EFICÁCIA DA ELETROESTIMULAÇÃO TRANSCUTÂNEA PARA ANALGESIA DE HISTEROSCOPIA DIAGNÓSTICA: ENSAIO CLÍNICO CONTROLADO RANDOMIZADO,Pesquisa Acadêmica,Sim,Transversal,Experimental/Clínico,Não,Não,Em ajuste para autorização do setor responsável,Pendente,Pendente
HU-UFPI,Eficácia de formulação a base de pilocarpina na xerostomia e qualidade de vida de pacientes oncológicos do Hospital Universitário Federal do Piauí.,,Sim,Coorte,Experimental/Clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,EFICÁCIA DE TECNOLOGIAS PARA O AUTOCUIDADO PÓS-CIRURGIA DE REVASCULARIZAÇÃO DO MIOCÁRDIO EM PESSOAS IDOSAS: Estudo Quase-Experimental,Desenvolvimento tecnológico,Sim,Estudo Quase-experimental,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ELABORAÇÃO DE ATLAS COM IMAGENS ENDOSCÓPICAS DO HOSPITAL UNIVERSITÁRIO DA UFPI,,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ENTRE LINHAS DE CUIDADO E DE COR: DETERMINANTES DA MORTALIDADE EM UNIDADE DE TERAPIA INTENSIVA,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Envolvimento de integrinas suprarreguladas sobre o fenótipo e resposta imunológica na colite e carcinoma colorretal.,,Sim,Coorte,Pré-clínico,Não,Não,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,EPIDEMIOLOGIA DE DISTÚRBIO DO ESPECTRO DE NEUROMIELITE ÓPTICA (NMOSD) NO BRASIL,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Epilepsia: Explorando as Interconexões entre Comorbidades e Terapêutica Medicamentosa Ambulatorial no Centro Hospitalar da Universidade Federal do Piauí.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,231,287
HU-UFPI,ESTRATÉGIA DE BUSCA ATIVA COM TRIGGER TOOL PARA DETECÇÃO DE DISTÚRBIOS CALÊMICOS ASSOCIADOS A EVENTOS ADVERSOS A MEDICAMENTOS,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO CLÍNICO-LABORATORIAL DA ESPOROTRICOSE EM HUMANOS EXPOSTOS A FERIMENTOS CAUSADOS POR FELINOS EM TERESINA-PI,,Sim,Trata-se de um estudo observacional descritivo/epi,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO COMPARATIVO DA EFICÁCIA CLÍNICA E QUALIDADE DE VIDA DE MULHERES NA PÓS-MENOPAUSA COM ALOPÉCIA DE PADRÃO FEMININO EM USO DE MINOXIDIL TÓPICO E ORAL,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO DE PREVALÊNCIA DE PNEUMONIA ASSOCIADA A VENTILAÇÃO MECÂNICA EM PACIENTES SUBMETIDOS A CIRURGIA CARDÍACA NA UTI DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2022-2024.,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Estudo de vida real: Terapia com vedolizumabe para as doenças inflamatórias intestinais: um estudo de vida real nos dois primeiros anos de tratamento.,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO DO PERFIL EPIDEMIOLÓGICO DOS PACIENTES COM DIAGNÓSTICO DE DOENÇA DIVERTICULAR ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,127,142
HU-UFPI,Estudo Epidemiológico das Características Clínicas e Terapêuticas de Pacientes com Doença de Parkinson Atendidos no Hospital Universitário da UFPI no Período de 2020 a 2024,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,Estudo Epidemiológico do Registro das Doenças Inflamatórias Intestinais dos Pacientes do Hospital Universitário - UFPI no Período de 2020 a 2024,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,121,144
HU-UFPI,Estudo epidemiológico do registro de Neoplasias na Tireoide nos pacientes do Hospital Universitário da UFPI(HU-UFPI) entre 2015 e 2025,,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,Estudo Epidemiológico do Registro de Transtornos de Personalidade no Hospital Universitário - UFPI no Período de 2013 a 2024,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,Estudo Epidemiológico do Registro de Transtornos de Personalidade no Hospital Universitário - UFPI no Período de 2013 a 2024,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,Estudo Epidemiológico do Registro de Transtornos de Personalidade no Hospital Universitário - UFPI no Período de 2013 a 2024,,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"Estudos de cardio e nefroproteção com BI 690517 em combinação com empagliflozina: Estudo clínico multicêntrico, internacional, randomizado, duplo-cego, controlado com placebo do inibidor de aldosterona sintase BI 690517 em combinação com empagliflozina em pacientes com doença renal crônica",,Não,Estudo Clínico,Experimental/Clínico,Sim,Não,Aguardando aprovação do CEP,,Pendente
