Hospital Universitário (HU);Título do Projeto;Número do Projeto;Status do Projeto;Quem Fez;Quando Fez (Data/Hora);Duração;Status Onde Estava;Status O que Aconteceu
HU-UFPI;DISBIOSE INTESTINAL E ESTADO NUTRICIONAL EM PACIENTES INTERNADOS COM DOENÇAS AUTOIMUNES EM UM HOSPITAL UNIVERSITÁRIO;17518;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;04/01/2025 23:28;5 Dia(s) 9 Hr(s) 27 Min 22 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIAS EDUCATIVAS SOBRE ORIENTAÇÕES NUTRICIONAIS PARA TRATAMENTO QUIMIOTERÁPICO AMBULATORIAL;17581;Em cadastramento;;;;;
HU-UFPI;fsdfasdf;17643;Em cadastramento;;;;;
HU-UFPI;AVALIAÇÃO DA RESPOSTA CLÍNICA EM PACIENTES PORTADORES DE PÚRPURA TROMBOCITOPÊNICA IDIOPÁTICA SUBMETIDOS A ESPLENECTOMIA EM UM HOSPITAL UNIVERSITÁRIO;17645;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;20/05/2025 12:27:58;13 Dia(s) 24 Min 30 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DOS ACHADOS TOMOGRÁFICOS INDICATIVOS DE RESSECABILIDADE CIRÚRGICA DO ADENOCARCINOMA DE PÂNCREAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;17662;Projeto aprovado;DANIELLE PEREIRA DOURADO;16/04/2025 09:32:23;12 Dia(s) 1 Hr(s) 3 Min 24 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Avaliação do perfil de suscetibilidade a antimicrobianos de enterococos em ambientes hospitalar;17765;Em cadastramento;;;;;
HU-UFPI;Estudo Epidemiológico do Registro de Transtornos de Personalidade no Hospital Universitário - UFPI no Período de 2013 a 2024;17864;Em cadastramento;;;;;
HU-UFPI;Teste;17902;Em cadastramento;;;;;
HU-UFPI;Envolvimento de integrinas suprarreguladas sobre o fenótipo e resposta imunológica na colite e carcinoma colorretal.;17905;Aguardando autorização do setor responsável;ALICE TACIANA ALVES FERREIRA BEZERRA;16/09/2025 14:52:24;2 Min 14 Seg;Em análise pela GEP;Solicitado autorização do setor responsável
HU-UFPI;DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO;17936;Em ajuste pelo pesquisador;DANIELLE PEREIRA DOURADO;20/03/2025 21:11:40;7 Dia(s) 6 Hr(s) 15 Min 42 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Estudo Epidemiológico do Registro de Transtornos de Personalidade no Hospital Universitário - UFPI no Período de 2013 a 2024;17937;Em cadastramento;;;;;
HU-UFPI;Estudo Epidemiológico do Registro de Transtornos de Personalidade no Hospital Universitário - UFPI no Período de 2013 a 2024;17947;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;29/04/2025 11:52:15;19 Dia(s) 23 Hr(s) 49 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;QUESTIONÁRIO DE ADESÃO AO TRATAMENTO PRÉ-BARIÁTRICA: DESENVOLVIMENTO E ANÁLISES PSICOMÉTRICAS;17953;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;04/01/2025 23:25;11 Hr(s) 22 Min 32 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;SÍNDROME DE BURNOUT E ESTRESSE EM ENFERMEIROS QUE ATUAM EM UM HOSPITAL UNIVERSITÁRIO;18010;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:13:44;7 Dia(s) 23 Hr(s) 11 Min 32 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;USO DO RETALHO LIVRE ANTEBRAQUIAL RADIAL PARA RECONSTRUÇÃO TOTAL DA PÁLPEBRA INFERIOR: UM RELATO DE CASO;18021;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;20/05/2025 12:27:03;4 Dia(s) 20 Hr(s) 25 Min 58 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;TRATAMENTO CIRÚRGICO DE ANQUILOSE BILATERAL DE ATM COM ARTROPLASTIA INTERPOSICIONAL ASSOCIADA A OSTEOTOMIA VERTICAL COM DESLIZAMENTO SUPERIOR DE RAMO;18141;Projeto inativo;ALICE TACIANA ALVES FERREIRA BEZERRA;21/08/2025 19:45:31;22 Dia(s) 8 Hr(s) 21 Min 19 Seg;Em ajuste para autorização do setor responsável;Projeto inativo
HU-UFPI;ANÁLISE DOS CASOS DE RECONSTRUÇÃO COM RETALHO LIVRE EM UM HOSPITAL UNIVERSITÁRIO: EXPERIÊNCIA E RESULTADOS;18220;Projeto aprovado;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:16:57;14 Dia(s) 2 Hr(s) 39 Min 14 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;OPERACIONALIZAÇÃO DO PROTOCOLO DE CIRURGIA SEGURA NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;18224;Em ajuste pelo pesquisador;DANIELLE PEREIRA DOURADO;31/03/2025 22:07:50;6 Dia(s) 5 Hr(s) 33 Min;Em análise pela GEP;Solicitado ajustes
HU-UFPI;PERFIL EPIDEMIOLÓGICO, CLÍNICO E LABORATORIAL DE PACIENTES ATENDIDOS NO LABORATÓRIO DE ANÁLISES DO HOSPITAL UNIVERSITÁRIO.;18235;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:13:05;7 Dia(s) 21 Hr(s) 9 Min 45 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLINICO E EPIDEMIOLOGICO DE INTERCORRÊNCIAS CLINICAS E ONCOLOGICAS EM SALA DE QUIMIOTERAPIA DE UM HOSPITAL UNIVERSITÁRIO;18331;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:15:04;7 Dia(s) 23 Hr(s) 12 Min 54 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL EPIDEMIOLÓGICO DOS PACIENTES INTERNADOS COM ENDOCARDITE INFECCIOSA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NOS ÚLTIMOS 10 ANOS (2014 A 2024);18341;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;20/05/2025 12:25:55;20 Hr(s) 24 Min 53 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO;18349;Projeto aprovado;ALICE TACIANA ALVES FERREIRA BEZERRA;09/04/2025 19:47;8 Hr(s) 46 Min;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Status nutricional do magnésio, composição corporal e sintomatologia na Síndrome da Fibromialgia em mulheres adultas;18363;Aguardando autorização do setor responsável;ALICE TACIANA ALVES FERREIRA BEZERRA;28/07/2025 15:38:47;16 Dia(s) 20 Hr(s) 10 Min 40 Seg;Em análise pela GEP;Solicitado autorização do setor responsável
HU-UFPI;DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO;18365;Em cadastramento;;;;;
HU-UFPI;DESEMPENHO DOS INDICADORES DE CONSUMO DE ANTIMICROBIANOS NO MONITORAMENTO DO PROGRAMA DE GERENCIAMENTO DE ANTIMICROBIANOS: UMA CORRELAÇÃO COM AS MÉTRICAS DE RESISTÊNCIA BACTERIANA;18393;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;20/05/2025 12:26:37;20 Hr(s) 25 Min 25 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CONSTRUÇÃO DE UM INSTRUMENTO PARA CLASSIFICAÇÃO DE CRITICIDADE (XYZ) DE MEDICAMENTOS;18481;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;20/05/2025 12:26:16;20 Hr(s) 25 Min 3 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;IMPLANTAÇÃO DA ESCALA EVARUCI EM UNIDADE DE TERAPIA INTENSIVA ADULTO DE UM HOSPITAL UNIVERSITÁRIO;18556;Projeto aprovado;ZAINE DALETE DA SILVA;22/07/2025 11:54:53;7 Dia(s) 13 Hr(s) 54 Min 17 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANÁLISE DO USO DE ANTIMICROBIANOS EM PACIENTES EM CUIDADOS PALIATIVOS EM UNIDADE DE TERAPIA INTENSIVA;18634;Projeto aprovado;ALICE TACIANA ALVES FERREIRA BEZERRA;09/03/2025 19:16;4 Dia(s) 8 Hr(s) 29 Min 1 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Efeitos do Treinamento Muscular Inspiratório na Função Pulmonar, Funcionalidade e Variabilidade da Frequência Cardíaca após Revascularização do Miocárdio: Um Ensaio Clínico Randomizado;18666;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:14:53;7 Dia(s) 23 Hr(s) 12 Min 48 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Histologia Esplênica em Portadores de Leishmaniose Visceral Coinfectados pelo Vírus da Imunodeficiência Humana;18682;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;14/08/2025 17:48:40;14 Dia(s) 1 Hr(s) 47 Min 41 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Eficácia de formulação a base de pilocarpina na xerostomia e qualidade de vida de pacientes oncológicos do Hospital Universitário Federal do Piauí.;18725;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:53:10;20 Dia(s) 19 Hr(s) 51 Min 57 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL DAS INFECÇÕES DE FERIDA OPERATÓRIA E RESISTÊNCIA BACTERIANA EM PACIENTES COM INFECÇÃO DE SÍTIO CIRÚRGICO PÓS-CIRURGIAS LIMPAS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;18762;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;30/06/2025 16:57:30;4 Dia(s) 4 Hr(s) 54 Min 30 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;FREQUÊNCIA DE ANEMIA POR DEFICIÊNCIA DE FERRO EM PACIENTES HOSPITALIZADOS NO HOSPITAL UNIVERSITÁRIO DA UFPI COM INSUFICIÊNCIA CARDÍACA COM FRAÇÃO DE EJEÇÃO REDUZIDA;18788;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:52:11;20 Dia(s) 19 Hr(s) 50 Min 55 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Estudos de cardio e nefroproteção com BI 690517 em combinação com empagliflozina: Estudo clínico multicêntrico, internacional, randomizado, duplo-cego, controlado com placebo do inibidor de aldosterona sintase BI 690517 em combinação com empagliflozina em pacientes com doença renal crônica;18805;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;20/05/2025 12:25:23;;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL DE MULHERES NEGRAS AUTOIDENTIFICADAS SUBMETIDAS À CIRURGIA POR LEIOMIOMAS;18808;Em ajuste pelo pesquisador;DANIELLE PEREIRA DOURADO;06/02/2025 11:29;1 Dia(s) 20 Hr(s) 19 Min 56 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;COLONIZAÇÃO POR Staphylococcus aureus EM PROFISSIONAIS DE ENFERMAGEM DE HOSPITAL UNIVERSITÁRIO;18824;Em ajuste pelo pesquisador;ALICE TACIANA ALVES FERREIRA BEZERRA;09/03/2025 12:20;7 Dia(s) 18 Hr(s) 54 Min 40 Seg;Aguardando avaliação da GEP;Retornado para ajuste do pesquisador
HU-UFPI;ALTA QUALIFICADA DE PACIENTES COM LESÃO MEDULAR: plano de cuidados com levantamento de necessidades e orientações multidisciplinar;18827;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:15:38;7 Dia(s) 23 Hr(s) 13 Min 28 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Desenvolvimento por meio da manufatura aditiva de produtos de apoio funcional utilizados por pacientes com neuropatias do HU-UFPI;18888;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:13:53;7 Dia(s) 23 Hr(s) 11 Min 28 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Impacto do Exercício Físico e da Avaliação Nutricional na Morte Celular, Aptidão Física e Qualidade de Vida em Pacientes com Câncer;18939;Em cadastramento;;;;;
HU-UFPI;CLASSIFICAÇÃO DOS RESULTADOS DE ENFERMAGEM (NOC): CONHECIMENTOS DOS ENFERMEIROS EM UM HOSPITAL UNIVERSITÁRIO;18979;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:14:12;7 Dia(s) 23 Hr(s) 12 Min 4 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Prevalência e perfil clínico-epidemiológico de infecção por Tuberculose (latente e infecção doença) em pacientes com Doenças Inflamatórias Intestinais em estudo multicêntrico.;18985;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:14:21;7 Dia(s) 23 Hr(s) 12 Min;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA INFLUÊNCIA DAS FUNÇÕES VISUOESPACIAL E EXECUTIVA NA PERCEPÇÃO SOCIAL EM PACIENTES COM DOENÇA DE PARKINSON IDIOPÁTICA;19028;Em ajuste pelo pesquisador;ANA LUCIA FRANCA DA COSTA;16/05/2025 12:27:53;1 Dia(s) 19 Hr(s) 15 Min 35 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM ALOPECIA ANDROGENÉTICA DO AMBULATÓRIO DE DERMATOLOGIA DO HOSPITAL UNIVERSITÁRIO;19079;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;30/06/2025 16:56:41;5 Dia(s) 4 Hr(s) 52 Min 18 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;COMPARAÇÃO DE BLOQUEIOS PERIFÉRICOS: Anestésicos Locais vs. Anestésicos Locais com Dexametasona – uma série de casos;19109;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;30/06/2025 16:56:56;5 Dia(s) 4 Hr(s) 52 Min 36 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;RISCO NUTRICIONAL E DESFECHOS CLÍNICOS EM PACIENTES CIRÚRGICOS DO HOSPITAL UNIVERSITÁRIO DA UFPI;19136;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:14:43;7 Dia(s) 23 Hr(s) 12 Min 18 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DO TRATAMENTO E DA EVOLUÇÃO DOS PACIENTES PORTADORES DE BULOSES ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ NO PERÍODO DE 2014 A 2024;19171;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:16:01;7 Dia(s) 23 Hr(s) 13 Min 41 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Acne e mídia social: Avaliação do conteúdo em português (Brasil) disponível no TikTok;19181;Em ajuste pelo pesquisador;LYON RICHARDSON DA SILVA NASCIMENTO;06/05/2025 10:26;12 Dia(s) 18 Hr(s) 11 Min 47 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;AVALIAÇÃO DA SARCOPENIA TORÁCICA COMO FATOR PREDITIVO DE MORTALIDADE E INTERNAÇÃO EM UTI EM PACIENTES COM COVID-19;19299;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;21/08/2025 19:34:27;1 Hr(s) 33 Min 21 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;MODELOS DE MACHINE LEARNING PARA PREDIÇÃO DE CONVERSÃO DE COMPROMETIMENTO COGNITIVO LEVE PARA DEMÊNCIA NA DOENÇA DE PARKINSON UTILIZANDO REGISTROS DO HOSPITAL UNIVERSITÁRIO - UFPI;19302;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:15:21;7 Dia(s) 23 Hr(s) 13 Min 14 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;VARIÁVEIS PREDITORAS DE CONVERSÃO DE COMPROMETIMENTO COGNITIVO LEVE PARA DEMÊNCIA NA DOENÇA DE PARKINSON: ESTUDO BASEADO EM REGISTROS DO HOSPITAL UNIVERSITÁRIO - UFPI;19304;Em cadastramento;;;;;
HU-UFPI;ELABORAÇÃO DE ATLAS COM IMAGENS ENDOSCÓPICAS DO HOSPITAL UNIVERSITÁRIO DA UFPI;19321;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:15:30;8 Dia(s) 17 Hr(s) 14 Min 27 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;VARIÁVEIS PREDITORAS DE CONVERSÃO DE COMPROMETIMENTO COGNITIVO LEVE PARA DEMÊNCIA NA DOENÇA DE PARKINSON: ESTUDO BASEADO EM REGISTROS DO HOSPITAL UNIVERSITÁRIO - UFPI;19331;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:15:12;7 Dia(s) 23 Hr(s) 12 Min 50 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;A INTERVENÇÃO DO SERVIÇO SOCIAL NO ATENDIMENTO AO PACIENTE CRÍTICO SOB A ÓTICA DE FAMILIARES E VISITANTES EM UMA UTI;19380;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:53:31;20 Dia(s) 19 Hr(s) 52 Min 19 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA EVOLUÇÃO CAPACIDADE FUNCIONAL E QUALIDADE DE VIDA DE PACIENTES ATENDIDOS NO CENTRO DE REABILITAÇÃO CARDIOVASCULAR DO HU-UFPI;19457;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;20/08/2025 12:12:27;10 Min 47 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIA AUDIOVISUAL PARA PACIENTES EM USO DE TERAPIA NUTRICIONAL ENTERAL DOMICILIAR;19470;Aguardando aprovação do CEP;ANA LUCIA FRANCA DA COSTA;25/06/2025 11:14:03;7 Dia(s) 23 Hr(s) 11 Min 41 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;EPIDEMIOLOGIA DE DISTÚRBIO DO ESPECTRO DE NEUROMIELITE ÓPTICA (NMOSD) NO BRASIL;19488;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:44:04;6 Dia(s) 17 Hr(s) 40 Min 29 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES COM ESCLEROSE MÚLTIPLA EM UM HOSPITAL UNIVERSITÁRIO DA REGIÃO NORDESTE;19494;Projeto inativo;ALICE TACIANA ALVES FERREIRA BEZERRA;14/08/2025 16:21:18;2 Dia(s) 8 Hr(s) 3 Min 8 Seg;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;CONHECIMENTO DOS ENFERMEIROS SOBRE CUIDADOS PERIOPERATÓRIOS RELACIONADOS À ESTOMIA DE ELIMINAÇÃO INTESTINAL NO CONTEXTO HOSPITALAR;19527;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:51:53;14 Dia(s) 21 Hr(s) 50 Min 32 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTRATÉGIA DE BUSCA ATIVA COM TRIGGER TOOL PARA DETECÇÃO DE DISTÚRBIOS CALÊMICOS ASSOCIADOS A EVENTOS ADVERSOS A MEDICAMENTOS;19540;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;09/10/2025 18:09;8 Min 18 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ENTRE LINHAS DE CUIDADO E DE COR: DETERMINANTES DA MORTALIDADE EM UNIDADE DE TERAPIA INTENSIVA;19614;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;30/06/2025 16:57:58;4 Dia(s) 2 Hr(s) 56 Min 45 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTUDO COMPARATIVO DA EFICÁCIA CLÍNICA E QUALIDADE DE VIDA DE MULHERES NA PÓS-MENOPAUSA COM ALOPÉCIA DE PADRÃO FEMININO EM USO DE MINOXIDIL TÓPICO E ORAL;19638;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;30/06/2025 16:57:16;5 Dia(s) 4 Hr(s) 52 Min 45 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;INFECÇÃO DE TRATO URINÁRIO COMPLICADA COM SEPSE: RELATO DE CASO;19715;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;15/08/2025 18:21:14;17 Min 52 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Concentrações séricas de zinco e risco nutricional e sua associação com desfechos clínicos pós-operatório em pacientes com câncer de mama.;19730;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;14/08/2025 17:40:27;14 Dia(s) 1 Hr(s) 39 Min 29 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Desenvolvimento de Aplicativo Institucional para Gestão Integrada da Conformidade com a NR32 em Hospitais da Rede EBSERH;19735;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;09/04/2025 17:57;1 Dia(s) 1 Hr(s) 56 Min 59 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;nao temos projeto;19798;Em cadastramento;;;;;
HU-UFPI;RISCO CARDIOVASCULAR ASSOCIADO AO ÍNDICE TORNOZELO- BRAQUIAL EM UMA POPULAÇÃO DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ – HU-UFPI/EBSERH;19812;Em ajuste para autorização do setor responsável;ZAINE DALETE DA SILVA;26/06/2025 07:56:12;9 Dia(s) 15 Hr(s) 29 Min 41 Seg;Aguardando autorização do setor responsável;Solicitado ajustes
HU-UFPI;Tecnologias Móveis para Saúde Mental Universitária: Análise do Cenário Atual e Proposição de Aplicativo;19823;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:51:22;14 Dia(s) 21 Hr(s) 50 Min 1 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA EXPRESSÃO DAS PROTEÍNAS DO SISTEMA MISMATCH REPAIR E SUA CORRELAÇÃO COM A INSTABILIDADE DE MICROSSATÉLITES EM TUMORES COLORRETAIS;19841;Aguardando aprovação do CEP;DANIELLE PEREIRA DOURADO;30/06/2025 16:57:46;4 Dia(s) 2 Hr(s) 56 Min 37 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA INFLUÊNCIA DAS FUNÇÕES VISUOESPACIAL E EXECUTIVA NA PERCEPÇÃO SOCIAL EM PACIENTES COM DOENÇA DE PARKINSON IDIOPÁTICA;19863;Projeto inativo;ALICE TACIANA ALVES FERREIRA BEZERRA;28/07/2025 15:06:46;5 Dia(s) 6 Hr(s) 35 Min 3 Seg;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;AVALIAÇÃO DA INFLUÊNCIA DAS FUNÇÕES VISUOESPACIAL E EXECUTIVA NA PERCEPÇÃO SOCIAL EM PACIENTES COM DOENÇA DE PARKINSON IDIOPÁTICA;19871;Carta de anuência assinada;Administrador do Sistema;31/07/2025 16:01:05;21 Hr(s) 48 Min 9 Seg;Aguardando assinatura da carta de anuência;Assinatura da carta de anuência registrada
HU-UFPI;CONHECIMENTO DE PACIENTES INTERNADOS E ACOMPANHANTES SOBRE SEGURANÇA DO PACIENTE : ESTUDO TRANSVERSAL;19880;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:52:48;20 Dia(s) 19 Hr(s) 51 Min 35 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CONHECIMENTO DE PACIENTES INTERNADOS E ACOMPANHANTES SOBRE SEGURANÇA DO PACIENTE : ESTUDO TRANSVERSAL;19881;Em cadastramento;;;;;
HU-UFPI;AVALIAÇÃO DE MARCADORES IMUNO-HISTOQUÍMICOS EM CÂNCER DE MAMA: COMPARAÇÃO ENTRE FERRAMENTA DE INTELIGÊNCIA ARTIFICIAL, LAUDO PATOLÓGICO E EXPERT EM PATOLOGIA MAMÁRIA.;19882;Aguardando aprovação do CEP;ZAINE DALETE DA SILVA;22/07/2025 11:44:13;6 Dia(s) 17 Hr(s) 40 Min 44 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Construção e Validação de Aplicativo para Auxílio à Prevenção de Infecção por Cateter Vascular;19896;Aguardando aprovação do CEP;ALICE TACIANA ALVES FERREIRA BEZERRA;22/08/2025 17:56:04;5 Hr(s) 51 Min 40 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;LESÃO POR PRESSÃO NA UNIDADE INTENSIVA: DIAGNÓSTICO SITUACIONAL DA INTRODUÇÃO DA ESCALA DE RISCO EVARUCI;19898;Projeto aprovado;ZAINE DALETE DA SILVA;22/07/2025 11:56:14;7 Dia(s) 13 Hr(s) 57 Min 44 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PREVALÊCIA DE ARRITMIAS E ALTERAÇÕES ELETROCARDIOGRÁFICAS EM PACIENTES COM DOENÇA RENAL CRÔNICA DIALÍTICA;19909;Em cadastramento;;;;;
HU-UFPI;ACOMPANHAMENTO EM TEMPO REAL DA FUNÇÃO RENAL DE PACIENTES EM USO DE VANCOMICINA: ANÁLISE E DESENVOLVIMENTO DE FERRAMENTA PARA AJUSTE DE DOSE;19951;Em cadastramento;;;;;
HU-UFPI;GERIATRIA DIGITAL - CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIAS PARA CONDUTAS EM LINHA DE CUIDADO EM GERIATRIA DE PACIENTES DO HOSPITAL UNIVERSITÁRIO - UFPI;20024;Em ajuste pelo pesquisador;ALICE TACIANA ALVES FERREIRA BEZERRA;09/08/2025 17:27;4 Min 57 Seg;Aguardando avaliação da GEP;Retornado para ajuste do pesquisador
