hu;titulo do projeto;classificacao institucional da pesquisa;projeto envolve seres humanos;delineamento do estudo;tipo de estudo;e estudo multicentrico;e projeto com co participacao;estado do projeto;tempo decorrido entre status 1;tempo decorrido entre status 2
HU-UFPI;caracterização do fenômeno de transe mediúnico dissociativo através da avaliação e monitorização neurofisiológica.;Pesquisa Acadêmica;True;Transversal;Experimental/Clínico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;avaliação do uso de radiofrequência fracionada microablativa isoladamente e associada a creme vaginal com ácido hialurônico para tratamento da síndrome geniturinária da menopausa.;Pesquisa Acadêmica;True;ENSAIO CLÍNICO;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do tratamento e da evolução dos pacientes portadores de buloses atendidos no hospital universitário da universidade federal do piauí no período de 2014 a 2024;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação dos níveis sérios de irisina em pacientes com distonia e doença de parkinson submetidos à protocolos terapeuticos;Projeto de doutorado;True;Coorte;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;avaliação dos efeitos da aplicação extra e intraoral do laser de baixa potência no pos-operatório de exodontia de terceiros molares: um estudo comparativo;ESTUDO EXPERIMENTAL;True;experimental;Experimental/Clínico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;avaliação da expressão das proteínas do sistema mismatch repair e sua correlação com a instabilidade de microssatélites em tumores colorretais;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da evolução capacidade funcional e qualidade de vida de pacientes atendidos no centro de reabilitação cardiovascular do hu-ufpi;Pesquisa Acadêmica;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da condição de fadiga em pacientes com retocolite ulcerativa no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;344;368
HU-UFPI;avaliação da aderência terapêutica e perfil clínico dos pacientes com hipotireoidismo acompanhados no ambulatório de endocrinologia do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;atuação dos residentes em saúde no cuidado ao(s) paciente(s) com comportamento suicida;Pesquisa Acadêmica;True;Pesquisa de Campo;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;431;453
HU-UFPI;assistência de estomaterapia em pessoas com pênfigo: série histórica;Pesquisa Acadêmica;True;EPIDEMIOLOGICO;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;a relevância da biópsia renal no desfecho clínico em um serviço de nefrologia;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação de qualidade de vida de pacientes com insuficiência cardíaca através de inteligência artifical e seguimento remoto: estudo randomizado e controlado;Desenvolvimento tecnológico;True;Coorte;Desenvolvimento/Avaliação;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;avaliação de marcadores imuno-histoquímicos em câncer de mama: comparação entre ferramenta de inteligência artificial, laudo patológico e expert em patologia mamária.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação de deficiências nutricionais e sua relação com a qualidade da dieta e adesão à suplementação nos primeiros 90 dias de pós-cirúrgico de bariátrica;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação das propriedades nutricionais e funcionais de biscoitos enriquecidos com fibra de caju e mesocarpo de babaçu e seus potenciais benefícios para a saúde.;Pesquisa Acadêmica;True;Caso-controle;Desenvolvimento/Avaliação;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;avaliação da resposta clínica em pacientes portadores de púrpura trombocitopênica idiopática submetidos a esplenectomia em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da influência das funções visuoespacial e executiva na percepção social em pacientes com doença de parkinson idiopática;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;acurácia do exame intra operatório de congelação - uma comparação retrospectiva com o exame de parafina.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;True;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;vancocinemia em unidade de terapia intensiva: determinação da acurácia de três softwares bayesianos gratuitos no cálculo da area sob a curva (auc) e ajuste de dose;Pesquisa Acadêmica;True;Observacional;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;validação de um instrumento clínico para previsão de reações adversas a medicamentos em pacientes hospitalizados;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;True;True;Projeto aprovado;292;326
HU-UFPI;uso do laser de baixa potência no pós-operatório de terceiros molares inferiores: estudo comparativo da aplicação intraoral e extraoral;Pesquisa Acadêmica;True;Ensaio clínico;Experimental/Clínico;False;False;Aguardando avaliação da GEP;Pendente;Pendente
HU-UFPI;uso de pessários como alternativa ao tratamento cirúrgico de prolapsos genitais;Pesquisa Acadêmica;True;Observacional prospectivo;Observacional/Epidemiológico;False;False;Aguardando assinatura da carta de anuência;Pendente;Pendente
HU-UFPI;uso da inteligência artificial generativa no tratamento de pacientes com obesidade;Pesquisa Acadêmica;True;Estudo de Intervensão Randomizado não cegado;Estudo de Intervensão Randomizado não cegado;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;tuberculose latente em pacientes com doenças inflamatórias intestinais no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;276;286
HU-UFPI;triagem de lesões gastrointestinais por meio da pesquisa de sangue oculto nas fezes em pacientes internados no hospital universitário-ufpi (hu-ufpi);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;263;405
HU-UFPI;tratamento cirúrgico de anquilose bilateral de atm com artroplastia interposicional associada a osteotomia vertical com deslizamento superior de ramo;Caso Clinico;True;Estudo de caso;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;influência da hipoalbuminemia na morbidade pós-operatória de pacientes submetidos à ressecção colorretal oncológica;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impacto da inserção do sistema intrauterino de levonorgestrel (siu-lng) na fila de espera de procedimentos cirúrgicos de um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estado nutricional e sobrevida de pacientes com covid-19 internados no hospital universitário da universidade federal do piauí;PESQUISA CLÍNICA;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;digitalização dos serviços públicos, ambidestria e governança pública: evidências no hospital universitário federal do piauí;Pesquisa Acadêmica;True;Estudo de caso;Ciências Sociais Aplicada/ Inovação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;correlação ultrassonográfica e histológica de lesões mamárias submetidas a biópsia;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação dos protocolos de reutilização e uso prolongado de máscaras n95/pff2 adotados em serviços de saúde;Pesquisa Acadêmica;True;qualitativa;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;avaliação dos achados radiográficos em radiografias panorâmicas dos maxilares realizadas no hospital universitário - ufpi;Levantamento radiográfico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da qualidade de vida em pacientes com diagnóstico de alopecia areata;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;avaliação da qualidade de vida antes e 6 meses após a inserção do sistema intrauterino liberador de levonorgestrel (siu-lng);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da prática de rastreio de câncer colorretal entre docentes do centro de ciências da saúde - ccs / ufpi;Levantamento Epidemiológico;True;Levantamento epidemiológico;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;a gestão de desempenho por competência como ferramenta de avaliação em uma empresa pública no piauí;Pesquisa Acadêmica;True;Aplicação de questionário com perguntas abertas.;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise das relações entre as características organizacionais e o uso de indicadores de desempenho no âmbito dos hospitais públicos vinculados à empresa brasileira de serviços hospitalares - ebserh;Pesquisa Acadêmica;False;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;;83
HU-UFPI;tumores associados à epidermodisplasia verruciforme: análise histopatológica integrada à imuno-histoquímica;;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;treinamento de força e morte celular em pacientes com câncer colorretal: apoptose, necrose e ferroptose;;True;longitudinal;Experimental/Clínico;False;True;Em cadastramento;Pendente;Pendente
HU-UFPI;ultrassonografia abdominal como preditor de sucesso no desmame ventilatório em pacientes com traumatismo raquimedular cervico-torácico;;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;uso do retalho livre antebraquial radial para reconstrução total da pálpebra inferior: um relato de caso;;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da reabsorção de retalho microvascularizados para reconstrução de mandíbula após ressecções tumorais: um estudo retrospectivo;;True;descritivo, retrospectivo e quantitativo;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;variaçao da espessura macular na tomografia de coerência óptica pré e pós cirurgia de facoemulsificação;;True;Coorte;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;avaliação da qualidade de vida em pacientes com alopecia androgenética do ambulatório de dermatologia do hospital universitário;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação das necessidades e barreiras educacionais em saúde para pacientes com diabetes mellitus;;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;avaliação da sarcopenia torácica como fator preditivo de mortalidade e internação em uti em pacientes com covid-19;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da vulnerabilidade em saúde de idosos que cuidam de outros idosos: um olhar observacional e transversal;;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;216;232
HU-UFPI;avaliação de fatores clínicos e terapêuticos associados a internação e mortalidade em pacientes com insuficiencia cardíaca no estado do piauí;;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;efeitos da inteligência artificial na terapia de fala assistida por aplicativo appraxi® em pacientes com distúrbios neurológicos adquiridos;;True;Coorte;Desenvolvimento/Avaliação;False;True;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do efeito da arte-terapia como tratamento complementar na função motora da doença de parkinson: um ensaio clínico randomizado;;True;Ensaio clínico;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do perfil clínico e hemodinâmico de pacientes com suspeita de hipertensão pulmonar no setor de cardiologia intervencionista de hospital público terciário do piauí.;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;a produção de sentido da equipe multiprofissional sobre o sofrimento psíquico em um hospital geral;;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;aspectos clínicos de mulheres com diagnóstico de endometriose atendidas em hospital público no município de teresina, pi;;True;Transversal;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;aspectos metabolômicos da asma brônquica;;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;associação entre biomarcadores nutricionais e hipertensão arterial na sarcopenia em idosos assistidos em um hospital universitário de referência no nordeste;;True;Transversal;Avaliação nutricional;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;associação entre gravidade da síndrome do túnel do carpo e espessura do nervo mediano;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;associação entre indicadores nutricionais, sarcopenia e desfechos clínicos em pacientes submetidos à cirurgia eletiva de grande porte em hospital universitário do piaui.;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;avaliação comparativa entre amostras obtidas por agulhas de biópsias ecoguiadas fna versus fnb: estudo preliminar;Pesquisa Acadêmica;False;Transversal;Experimental/Clínico;False;False;Aguardando aprovação do CEP;;Pendente
HU-UFPI;avaliação da força muscular periférica e nível de mobilidade de pacientes submetidos à cirurgia cardíaca com esternotomia;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;avaliação dos achados tomográficos indicativos de ressecabilidade cirúrgica do adenocarcinoma de pâncreas no hospital universitário da universidade federal do piauí;;True;observacional, longitudinal e descritivo;Observacional/Epidemiológico;False;False;Projeto aprovado;15;63
HU-UFPI;avaliação dos níveis de troponina t cardíaca de alta sensibilidade em pacientes com síndrome dos ovários policísticos;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;comparação de bloqueios periféricos: anestésicos locais vs. anestésicos locais com dexametasona – uma série de casos;;True;Série de Casos;Observacional;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;colonização por staphylococcus aureus em profissionais de enfermagem de hospital universitário;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;True;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;colangite esclerosante primária associada às doenças inflamatórias intestinais: características clínicas de pacientes de centros de referência no brasil.;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise do uso de antimicrobianos em pacientes em cuidados paliativos em unidade de terapia intensiva;;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;43;83
HU-UFPI;análise dos casos de reconstrução com retalho livre em um hospital universitário: experiência e resultados;;True;Transversal;documental de carater descritivo;False;False;Projeto aprovado;36;92
HU-UFPI;análise da dispensação de imunoglobulina em um hospital universitário;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;comparação entre infiltração articular e bloqueio do nervo supraescapular em pacientes com capsulite adesiva no hospital universitário da universidade federal do piauí;;True;Ensaio clínico randomizado,prospectivo,comparativo;Experimental/Clínico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;a intervenção do serviço social no atendimento ao paciente crítico sob a ótica de familiares e visitantes em uma uti;;True;Saturação Teórica, Revisão Bibliográfica;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;complicações em cirurgias ortognáticas realizadas no hu-ufpi: um estudo transversal retrospectivo baseado em registros clínicos;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise clínica, histopatológica e imuno-histoquímica de adenocarcinomas gastrointestinais no hospital universitário da universidade federal do piauí no período de 2019 a 2024;;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;análise clínica e epidemiológica dos pacientes com doença hepática esteatótica associada à síndrome metabólica em pacientes do ambulatório de endocrinologia do hospital universitário da ufpi;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;a percepção dos integrantes da comissão multidisciplinar sobre a atuação em cuidados paliativos no hospital universitário do piauí;;True;Transversal;Análise temática;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;análise da ergonomia no serviço de endoscopia de um hospital universitário;;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;construção e evidência de validade de instrumento para gerenciamento de enfermagem na prevenção de lesão por pressão;;True;Metodológico;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;construção de um instrumento para classificação de criticidade (xyz) de medicamentos;;True;Estudo metodológico;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;conhecimento dos enfermeiros sobre cuidados perioperatórios relacionados à estomia de eliminação intestinal no contexto hospitalar;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;condição de saúde bucal e necessidade de tratamento odontológico de pacientes internados na unidade de terapia intensiva do hu-ufpi/ebserh;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;;Pendente
HU-UFPI;condição bucal de pacientes com risco de endocardite infecciosa internados no hu-ufpi/ebserh;;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;disbiose intestinal e estado nutricional em pacientes internados com doenças autoimunes em um hospital universitário;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;efeito da fibra do cajú (anacardium occidentale l.) na prevenção da obesidade: um ensaio clínico randomizado;;True;Caso-controle;Experimental/Clínico;False;False;Carta de anuência assinada;Pendente;Pendente
HU-UFPI;desenvolvimento de um protótipo de videocolposcópio portátil com smartphone para apoio ao diagnóstico do câncer do colo do útero desenvolvimento de um protótipo de videocolposcópio portátil com smartphone para apoio ao diagnóstico do câncer do colo do útero;;True;protótipo funcional de videocolpos- cópio portátil;estudo aplicado, com abordagem quantitativa;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;disfunção sexual em mulheres com doença inflamatória intestinal;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;um estudo sobre a influência dos indicadores referentes a leito hospitalar na geração de resíduos médicos dos hospitais ebserh;Pesquisa Acadêmica;False;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;;19
HU-UFPI;2;;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;acne e mídia social: avaliação do conteúdo em português (brasil) disponível no tiktok;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;;Pendente
HU-UFPI;programa stewardship de antimicrobianos: formação, implementação e ênfase em estratégias de ajuste de dose em instituições de saúde de teresina.;Projeto de Extensão;False;Coorte;Desenvolvimento/Avaliação;False;True;Em ajuste para autorização do setor responsável;;Pendente
HU-UFPI;perfil clínico e hemodinâmico de pacientes com suspeita de hipertensão pulmonar em hospital público terciário do piauí;;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;desempenho dos indicadores de consumo de antimicrobianos no monitoramento do programa de gerenciamento de antimicrobianos: uma correlação com as métricas de resistência bacteriana;;True;Estudo ecológico;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo de vida real: terapia com vedolizumabe para as doenças inflamatórias intestinais: um estudo de vida real nos dois primeiros anos de tratamento.;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo clínico-laboratorial da esporotricose em humanos expostos a ferimentos causados por felinos em teresina-pi;;True;Trata-se de um estudo observacional descritivo/epi;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;envolvimento de integrinas suprarreguladas sobre o fenótipo e resposta imunológica na colite e carcinoma colorretal.;;True;Coorte;Pré-clínico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;epidemiologia de distúrbio do espectro de neuromielite óptica (nmosd) no brasil;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estratégia de busca ativa com trigger tool para detecção de distúrbios calêmicos associados a eventos adversos a medicamentos;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;otimização do processo de limpeza das salas de cirurgias do hospital universitário da universitário da universidade federal do piauí;Desenvolvimento tecnológico;False;Estudo de caso;Infraestrutura;False;False;Projeto aprovado;;22
HU-UFPI;padrão epidemiológico e tendência temporal das internações hospitalares da rede ebserh - 2012 a 2023;Pesquisa Acadêmica;True;Ecológico de séries temporais;Observacional/Epidemiológico;False;False;Projeto aprovado;;13
HU-UFPI;o efeito moderador da governança na relação entre ambidestria e o controle social: um estudo em uma empresa pública.;Pesquisa Acadêmica;False;Estudo de caso;Desenvolvimento/Avaliação;True;False;Projeto inativo;;Pendente
HU-UFPI;entre linhas de cuidado e de cor: determinantes da mortalidade em unidade de terapia intensiva;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;elaboração de atlas com imagens endoscópicas do hospital universitário da ufpi;;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;eficácia de formulação a base de pilocarpina na xerostomia e qualidade de vida de pacientes oncológicos do hospital universitário federal do piauí.;;True;Coorte;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;efeitos do treinamento muscular inspiratório na função pulmonar, funcionalidade e variabilidade da frequência cardíaca após revascularização do miocárdio: um ensaio clínico randomizado;Pesquisa Acadêmica;False;Longitudinal;Experimental/Clínico;False;True;Aguardando aprovação do CEP;;Pendente
HU-UFPI;victriva - estudo de fase 3b, randomizado, duplo-cego e controlado por placebo para avaliar a eficácia e a segurança de curto e longo prazo da terapia direcionada com vedolizumabe intravenoso e upadacitinibe via oral em comparação com a monoterapia com vedolizumabe intravenoso para o tratamento de participantes adultos com doença de crohn ativa de moderada a grave;;True;Coorte;Experimental/Clínico;True;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;variáveis preditoras de conversão de comprometimento cognitivo leve para demência na doença de parkinson: estudo baseado em registros do hospital universitário - ufpi;;True;Coorte;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;análise do perfil de consumo de antimicrobianos antes e duarante a pandemia da covid-19 em um hospital universitário de alta complexidade;Pesquisa Acadêmica;False;Transversal;Descritiva transversal quali-quantitativa;False;False;Projeto aprovado;;193
HU-UFPI;risco cardiovascular associado ao índice tornozelo- braquial em uma população do hospital universitário da universidade federal do piauí – hu-ufpi/ebserh;;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;spy123-201 - estudo de plataforma de fase 2 para avaliar a eficácia e a segurança de anticorpos de ação prolongada, como agentes isolados e em combinação, para colite ulcerativa com atividade moderada a grave;;True;Coorte;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;tecnologias móveis para saúde mental universitária: análise do cenário atual e proposição de aplicativo;Desenvolvimento tecnológico;False;Pesquisa aplicada ou tecnológica;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;;Pendente
HU-UFPI;prevalêcia de arritmias e alterações eletrocardiográficas em pacientes com doença renal crônica dialítica;;True;Coorte;Observacional/Epidemiológico;False;True;Em cadastramento;Pendente;Pendente
HU-UFPI;prevalência de infecções do trato urinário e os principais agentes microbianos identificados em um hospital universitário do estado do piauí;;True;Delineamento Observacional;Observacional/Epidemiológico;False;False;Projeto aprovado;89;126
HU-UFPI;banco de dados das cirurgias realizadas no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;;Pendente
HU-UFPI;automação e visualização de dados sobre o consumo de medicamentos no hu-pi;Desenvolvimento tecnológico;False;Transversal;Desenvolvimento/Avaliação;False;True;Em cadastramento;;Pendente
HU-UFPI;análise das notificações de violência doméstica no estado do piauí durante a pandemia de covid-19;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;;83
HU-UFPI;análise da resistência mecânica da fixação infratectal e supratectal das fraturas da parede anterior do acetábulo;Pesquisa Acadêmica;False;EXPERIMENTAL;Experimental/Clínico;False;True;Projeto aprovado;;57
HU-UFPI;análise de viabilidade econômico-financeira da ampliação de leitos de uti em um hospital universitário de média-alta complexidade;Artigo científico;False;Coorte;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em ajuste para autorização do setor responsável;;Pendente
HU-UFPI;estudo comparativo da eficácia clínica e qualidade de vida de mulheres na pós-menopausa com alopécia de padrão feminino em uso de minoxidil tópico e oral;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de um painel de monitoramento de indicadores epidemiológicos de morbidade hospitalar;Desenvolvimento tecnológico;True;Estudo de desenvolvimento tecnológico;Desenvolvimento/Avaliação;False;False;Projeto aprovado;;14
HU-UFPI;estudo epidemiológico do registro de transtornos de personalidade no hospital universitário - ufpi no período de 2013 a 2024;;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estação de tratamento de esgoto hospitalar do hu-ufpi: inovações na ete, otimização e tecnologias de adsorção;Desenvolvimento tecnológico;False;Coleta de material, análises e caracterizações;Infraestrutura;False;True;Em cadastramento;;Pendente
HU-UFPI;estudo epidemiológico das características clínicas e terapêuticas de pacientes com doença de parkinson atendidos no hospital universitário da ufpi no período de 2020 a 2024;;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;eficiência energética: análise e estudo do fator de potência em um sistema de refrigeração hospitalar;Pesquisa Acadêmica;False;Estudo de caso;Infraestrutura;False;False;Em ajuste para autorização do setor responsável;;Pendente
HU-UFPI;modelos de machine learning para predição de conversão de comprometimento cognitivo leve para demência na doença de parkinson utilizando registros do hospital universitário - ufpi;;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;caracterização da violência contra o idoso no estado do piauí;Pesquisa Acadêmica;False;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;;14
HU-UFPI;utilização de machine learning como método de análise da hipervolemia para predição da mortalidade em pacientes pós- cirúrgicos cardíacos do hu-ufpi;Desenvolvimento tecnológico;True;Coorte;;False;False;Projeto aprovado;308;310
